15,64,59,54,49,46,43,40,38,36,34,32,31,29,28,27,26,25,25,24,23,22,22,21,21,20,20,19,19,18,18,18,17,17,17,16,16,16,16,15,15,15,15,14,14,14,14,14,14,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9
15,64,58,54,50,47,44,42,40,38,36,34,33,32,31,29,29,28,27,26,25,25,24,24,23,22,22,22,21,21,20,20,20,19,19,19,18,18,18,18,17,17,17,17,17,16,16,16,16,16,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11
14,55,48,43,39,36,33,31,29,27,26,25,24,23,22,21,21,20,19,19,18,18,18,17,17,17,16,16,16,15,15,15,15,14,14,14,14,14,14,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
15,67,63,59,56,53,50,48,46,44,42,40,39,37,36,35,34,33,32,31,30,29,28,28,27,26,26,25,25,24,24,23,23,22,22,22,21,21,21,20,20,20,20,19,19,19,18,18,18,18,18,17,17,17,17,17,16,16,16,16,16,16,15,15,15,15,15,15,15,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,11
15,67,64,60,57,54,51,49,46,44,43,41,39,38,37,36,34,33,33,32,31,30,29,29,28,27,27,26,26,25,25,24,24,23,23,23,22,22,22,21,21,21,21,20,20,20,20,19,19,19,19,18,18,18,18,18,18,17,17,17,17,17,17,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13
15,70,67,63,61,58,56,53,51,49,48,46,44,43,42,41,39,38,37,36,36,35,34,33,33,32,31,31,30,30,29,29,28,28,27,27,27,26,26,26,25,25,25,24,24,24,23,23,23,23,22,22,22,22,22,21,21,21,21,21,20,20,20,20,20,20,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16
15,65,61,58,55,52,50,48,45,43,42,40,39,37,36,35,34,33,32,31,30,29,29,28,27,27,26,26,25,24,24,24,23,23,22,22,22,21,21,20,20,20,20,19,19,19,18,18,18,18,17,17,17,17,17,16,16,16,16,16,16,16,15,15,15,15,15,15,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11
15,67,63,59,56,53,50,48,45,43,42,40,38,37,36,35,33,32,32,31,30,29,28,28,27,26,26,25,25,24,24,23,23,22,22,22,21,21,21,20,20,20,19,19,19,19,18,18,18,18,17,17,17,17,17,16,16,16,16,16,16,15,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,11,11
15,66,61,57,54,51,48,46,44,42,40,38,37,35,34,33,32,31,30,29,28,27,27,26,25,25,24,24,23,23,22,22,21,21,21,20,20,19,19,19,19,18,18,18,17,17,17,17,17,16,16,16,16,16,15,15,15,15,15,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10
15,70,68,65,63,60,59,56,54,53,51,49,48,46,45,44,43,41,41,39,39,38,37,36,35,34,34,33,32,32,31,31,30,30,29,29,28,28,27,27,27,26,26,26,25,25,25,24,24,24,23,23,23,23,23,22,22,22,22,21,21,21,21,21,20,20,20,20,20,20,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16
15,67,64,60,58,55,53,50,48,46,45,43,42,40,39,38,37,36,35,34,33,32,32,31,30,30,29,29,28,28,27,27,26,26,25,25,25,24,24,24,23,23,23,22,22,22,22,21,21,21,21,20,20,20,20,20,19,19,19,19,19,19,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14
15,72,71,68,66,64,62,60,58,56,55,53,52,50,49,48,47,46,45,44,43,42,41,40,40,39,38,38,37,36,36,35,35,34,34,33,33,32,32,32,31,31,30,30,30,29,29,29,28,28,28,27,27,27,27,26,26,26,26,25,25,25,25,24,24,24,24,24,23,23,23,23,23,23,22,22,22,22,22,21,21,21,21,21,21,21,21,20,20,20,20,20,20,20,19,19,19,19,19,19,19
15,65,61,57,54,51,48,46,44,42,40,38,37,35,34,33,32,31,30,29,28,27,27,26,25,25,24,24,23,23,22,22,21,21,21,20,20,20,19,19,19,19,18,18,18,18,17,17,17,17,17,16,16,16,16,16,16,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11
