Healthy,,0,(-4.99092637018e-05+5.6842949205e-06j) (4.99093883115e-05+5.68438286753e-06j),(-2.7329266961e-05+5.25417673598e-06j) (2.73293282847e-05+5.25426819041e-06j),(-2.03286478922e-05+4.14789405106e-06j) (2.03286783651e-05+4.14797023153e-06j),(-1.59778552639e-05+2.49503360073e-06j) (1.59778708737e-05+2.49509594771e-06j),(-1.31658034904e-05+1.79640457936e-06j) (1.31658111894e-05+1.7964563343e-06j),
Healthy,,0,(-4.83645386655e-05+1.3341057653e-06j) (4.8364658213e-05+1.334197178e-06j),(-2.62979348174e-05+5.20339126647e-06j) (2.62979878268e-05+5.2034836098e-06j),(-1.95766929483e-05+3.98857409734e-06j) (1.95767158999e-05+3.98864890599e-06j),(-1.53858939833e-05+2.44970101427e-06j) (1.53859031084e-05+2.449761338e-06j),(-1.27129916507e-05+1.79374001572e-06j) (1.2712993552e-05+1.79378957274e-06j),
Healthy,,0,(-9.89847762555e-06+6.74601185946e-06j) (9.89848084683e-06+6.74601389616e-06j),(-5.63409481604e-06+2.09288163541e-07j) (5.63409786295e-06+2.09291131102e-07j),(-3.13844150354e-06+5.66254935625e-07j) (3.13844328158e-06+5.66258921695e-07j),(-2.58260569012e-06+3.2494955341e-07j) (2.58260589123e-06+3.24953963929e-07j),(-2.23791779907e-06+1.79233297885e-07j) (2.23791667207e-06+1.79237352988e-07j),
Healthy,,0,(-5.56385160335e-05+3.88803508097e-06j) (5.56386292978e-05+3.88812526648e-06j),(-2.87702786543e-05+5.38504747542e-06j) (2.87703277075e-05+5.38513632675e-06j),(-2.14106453028e-05+4.10513091754e-06j) (2.14106660534e-05+4.10520275367e-06j),(-1.67686168573e-05+2.45003759313e-06j) (1.67686245063e-05+2.45009565583e-06j),(-1.38553011572e-05+1.75752227278e-06j) (1.38553018412e-05+1.75757011687e-06j),
Healthy,,0,(-3.94772883169e-05+3.97942404294e-06j) (3.94773721354e-05+3.97948778072e-06j),(-2.19473585747e-05+4.81781445268e-06j) (2.19473962552e-05+4.81787981265e-06j),(-1.64925696831e-05+3.59663475153e-06j) (1.6492585798e-05+3.59668852157e-06j),(-1.28753275422e-05+2.19538090469e-06j) (1.28753334785e-05+2.19542486161e-06j),(-1.07003752374e-05+1.59216300448e-06j) (1.07003756087e-05+1.59219962108e-06j),
Healthy,,0,(-5.70419145531e-05-5.5890677635e-07j) (5.70420438315e-05-5.58806054573e-07j),(-2.89385495848e-05+4.30203818238e-06j) (2.89386065455e-05+4.30213710126e-06j),(-2.12618489471e-05+3.440344918e-06j) (2.12618747415e-05+3.44042431628e-06j),(-1.66127719048e-05+2.02107084808e-06j) (1.66127834644e-05+2.02113487227e-06j),(-1.37479402873e-05+1.43424901339e-06j) (1.37479442621e-05+1.43430173039e-06j),
Healthy,,0,(-6.20024881959e-05+1.58420864082e-06j) (6.20026218616e-05+1.58430882163e-06j),(-3.10816508325e-05+4.19031386935e-06j) (3.10817133093e-05+4.190411943e-06j),(-2.26203706659e-05+3.58241060657e-06j) (2.26204025641e-05+3.58248957518e-06j),(-1.76407708375e-05+2.08063830358e-06j) (1.76407889139e-05+2.08070248107e-06j),(-1.45840390778e-05+1.47999703988e-06j) (1.45840497464e-05+1.4800505867e-06j),
Healthy,,0,(-4.55721340816e-05+2.60040819816e-07j) (4.5572246493e-05+2.60124746406e-07j),(-2.26834826651e-05+3.70604176902e-06j) (2.26835355808e-05+3.70612446396e-06j),(-1.70096608999e-05+3.0743177247e-06j) (1.70096876737e-05+3.07438502102e-06j),(-1.32333820116e-05+1.87048634349e-06j) (1.32333965093e-05+1.87054120082e-06j),(-1.09887739363e-05+1.40197032004e-06j) (1.09887817836e-05+1.40201595196e-06j),
Healthy,,0,(-6.86835037605e-05+6.96297228093e-06j) (6.86836244675e-05+6.96306953578e-06j),(-3.3978852756e-05+5.00086946358e-06j) (3.39789055751e-05+5.00096344716e-06j),(-2.46681236152e-05+4.10805178789e-06j) (2.46681468391e-05+4.10812761153e-06j),(-1.92275472457e-05+2.54508586554e-06j) (1.92275566851e-05+2.54514699418e-06j),(-1.57984138938e-05+1.85655764315e-06j) (1.57984160819e-05+1.85660782106e-06j),
Healthy,,0,(-5.56115197514e-05-8.57198923156e-07j) (5.56116492791e-05-8.57099250952e-07j),(-2.77120037116e-05+3.6109583447e-06j) (2.77120616751e-05+3.61105739325e-06j),(-2.05552006422e-05+3.13364779977e-06j) (2.05552267473e-05+3.13372786416e-06j),(-1.59771965315e-05+1.8575324289e-06j) (1.59772081248e-05+1.85759693759e-06j),(-1.32002763805e-05+1.32618073068e-06j) (1.3200280428e-05+1.32623391193e-06j),
