Female,,866.945544554,(52.7428907931-47.143183721j),(28.4910042204-46.4971743527j),(13.7713655741-44.0317707014j),(3.38884419002-40.5157969442j),(-4.32779914309-36.600620876j),(-10.1889874364-32.4198212106j),(-14.5889180858-28.2958946625j),(-17.9139019426-24.1229578533j),(-20.3674113325-20.17783204j),(-22.0383234078-16.42712819j),(-23.1491271958-12.8855337754j),(-23.8463918479-9.54426906456j),(-24.0526665651-6.29906279253j),(-23.8822495615-3.43865472641j),(-23.4430259154-0.778040627149j),(-22.7353529562+1.68683400727j),(-21.9013922537+3.89512747278j),(-20.8232979394+5.91325270334j),(-19.6949686945+7.66240155394j),(-18.3589257741+9.2616273237j),(-16.9511721777+10.5340319095j),(-15.522521646+11.7019919469j),(-14.0494602475+12.6329100943j),(-12.4267704053+13.5012472321j),(-10.8601641671+13.9817820019j),(-9.21289908078+14.2539953509j),(-7.82318526839+14.3938611219j),(-6.52192782439+14.3493944975j),(-5.23721839426+14.2519590111j),(-4.06461976174+14.026361442j),(-2.95114892465+13.70684623j),(-1.90658152298+13.3755111717j),(-0.980546432247+12.9195158187j),(-0.106696943927+12.4292309111j),(0.681206763827+11.8883416783j),(1.41864659274+11.3169264439j),(2.00524175884+10.6955015757j),(2.51840453947+10.0723268006j),(3.02214388012+9.43336762413j),(3.42499549954+8.80937500421j),(3.77215896664+8.16205095113j),(4.02564579018+7.5126473837j),(4.24560280137+6.89255839745j),(4.38759915032+6.27030362479j),(4.44967212275+5.65314002289j),(4.51863359575+5.08512710494j),(4.50158920891+4.53168658637j),(4.45314715166+4.00859046878j),(4.35106610309+3.52247450668j),(4.21674387008+3.05995885095j),
Female,,810.301980198,(57.4635764565-53.7679369346j),(30.7276734306-51.3620553544j),(14.8657880029-47.710322415j),(3.94483758443-43.4763404588j),(-4.07992455004-38.9722305812j),(-10.0866408364-34.3916138144j),(-14.6054213364-29.8589361125j),(-18.0140806459-25.5300740476j),(-20.3428857701-21.2818876618j),(-22.0141320712-17.4234711499j),(-23.0994866601-13.7830692428j),(-23.7700534242-10.3100169673j),(-23.9322462971-7.05439036793j),(-23.785731696-4.10807681384j),(-23.3089394681-1.43455137355j),(-22.60585879+1.04943589268j),(-21.7423533046+3.25966250381j),(-20.7073720953+5.32800518554j),(-19.5116732213+7.10747097428j),(-18.2265504492+8.69940728948j),(-16.8446636885+10.0610525422j),(-15.3955008365+11.1670633057j),(-13.8769644236+12.1648488149j),(-12.2876106567+12.9434733535j),(-10.7429591961+13.5059613576j),(-9.16898356863+13.794603876j),(-7.7834465012+13.8939910198j),(-6.40463486807+13.9082964402j),(-5.19966833542+13.7740695224j),(-4.03740243141+13.5401440565j),(-2.9168659117+13.2970321623j),(-1.87771351035+12.8947248902j),(-0.942197103578+12.5042950551j),(-0.108867237561+11.9944791353j),(0.692604375296+11.4991425669j),(1.40654295646+10.8991195229j),(1.99593939581+10.3117598201j),(2.5175452425+9.70355426786j),(2.98082423165+9.10887389152j),(3.36230358364+8.47188193473j),(3.74509255259+7.86220153811j),(3.99781487848+7.1930034194j),(4.19908596313+6.58375909935j),(4.32614440948+5.98870904116j),(4.41151922144+5.35431981187j),(4.44824757155+4.82575564941j),(4.46125647636+4.27219415757j),(4.41096268648+3.74956941511j),(4.29578672278+3.26802975803j),(4.16521528158+2.81684491131j),
Female,,774.094059406,(29.8239635068-36.9151518088j),(13.0301351798-31.6882371423j),(4.11788291062-28.2463750318j),(-1.86920638856-25.1128036939j),(-6.24267261632-22.1863506326j),(-9.52842109636-19.3951851541j),(-12.0299775364-16.6252116282j),(-13.9692768631-14.0280267002j),(-15.2719057636-11.4718692828j),(-16.1906173546-9.09164703589j),(-16.8851190417-6.85329395276j),(-17.2093876786-4.7084295404j),(-17.2822674956-2.65980901699j),(-17.1189656198-0.772035568838j),(-16.7840856415+0.923265941393j),(-16.3130047202+2.51927954028j),(-15.7017599772+3.96753204922j),(-14.9863920898+5.25310887645j),(-14.1416942024+6.45056466096j),(-13.2776005486+7.50486900481j),(-12.3518244947+8.37622323217j),(-11.3456204194+9.14486713632j),(-10.3916012727+9.76422160115j),(-9.25435979057+10.3957818872j),(-8.15210507096+10.7602076799j),(-6.97903358079+10.9531067246j),(-6.05500900611+11.0554297873j),(-5.15059918399+11.0444634329j),(-4.21228744149+11.0115362368j),(-3.35472870451+10.8934322834j),(-2.5428368194+10.7008366219j),(-1.76668436011+10.4996446759j),(-1.06946122141+10.1721723174j),(-0.431379330682+9.84123091579j),(0.191903063185+9.46232474465j),(0.703380402034+9.04945648479j),(1.23376268252+8.59098484299j),(1.64183125349+8.13457648977j),(1.98292481144+7.7093444966j),(2.35696811321+7.22864523752j),(2.66344558362+6.74774684129j),(2.86462440187+6.26096771408j),(3.05746692202+5.79028861771j),(3.15679522648+5.30295209349j),(3.28364952893+4.83260354288j),(3.310402303+4.39259488355j),(3.31895894197+3.95025232033j),(3.2979269554+3.56459460901j),(3.24548480706+3.1468219941j),(3.17310303081+2.81156239983j),
Female,,1005.37128713,(92.4379273821-79.8441917016j),(49.7638379236-79.3085079365j),(24.2056826833-74.0919837595j),(6.88641455179-67.120645294j),(-5.73048674826-59.7327387239j),(-14.8432559406-52.3426810821j),(-21.5461150062-45.1069578533j),(-26.4111695488-38.2048952445j),(-29.7994265349-31.6185937469j),(-32.0498367275-25.6193412145j),(-33.4304678732-20.0207155869j),(-34.1022859292-14.8059088748j),(-34.1330261642-10.0014499809j),(-33.6892284864-5.62547226891j),(-32.7677783222-1.68364314976j),(-31.5238304477+1.83595866106j),(-30.0966644869+5.01508242866j),(-28.4290148633+7.81152617878j),(-26.5801430824+10.312487661j),(-24.5915825215+12.4592639241j),(-22.5285953817+14.2104645286j),(-20.3097984486+15.8421576677j),(-18.0856411922+16.9786861958j),(-15.7633264672+18.0527228802j),(-13.5102265797+18.5629225779j),(-11.215077987+18.7947316191j),(-9.2911434743+18.7881999805j),(-7.4038965841+18.539266829j),(-5.74244583588+18.2253547058j),(-4.20874318324+17.8124344168j),(-2.75661420754+17.2624451665j),(-1.48070792108+16.590737452j),(-0.287547943368+15.9256460578j),(0.749575542213+15.1814815113j),(1.7362889007+14.3844697476j),(2.48145798409+13.559740288j),(3.24253681748+12.7413835046j),(3.78610166668+11.8753427917j),(4.27277630757+11.0802474308j),(4.73985032675+10.2679373822j),(5.11249199873+9.46087795995j),(5.35508012684+8.60353666579j),(5.55804490311+7.81389909204j),(5.6601878806+7.06759550842j),(5.68103660201+6.34445589209j),(5.69519237672+5.66014452514j),(5.64057130739+5.02802598495j),(5.55882495449+4.37381114018j),(5.39424386102+3.80279834205j),(5.21928697812+3.29183928605j),
Male,,772.46039604,(75.8576725106-65.6996538022j),(42.0851849765-64.1801121552j),(21.8740400618-60.2200440266j),(7.95702870616-54.9660420872j),(-2.25332270298-49.4256848844j),(-9.79904828573-43.7608364996j),(-15.4994450968-38.1337744808j),(-19.7354266773-32.749922411j),(-22.7393296491-27.588034586j),(-24.8385936943-22.7979326961j),(-26.2650800697-18.2786017106j),(-27.0855583382-14.0601415881j),(-27.2949050977-10.1372500148j),(-27.1584156775-6.55495594004j),(-26.6452073119-3.26852107988j),(-25.8419070823-0.291127802335j),(-24.7962488884+2.37740874083j),(-23.5978616734+4.79621321039j),(-22.1853692056+6.98809362717j),(-20.678714807+8.82318543405j),(-19.0670956524+10.3811315336j),(-17.4248924261+11.8225759566j),(-15.6502685627+12.9486328538j),(-13.8228357047+13.8743532818j),(-12.0145381927+14.4804781998j),(-10.1440361224+14.7963555822j),(-8.5742990077+14.9509208306j),(-7.00933790204+14.9311854568j),(-5.62365136266+14.8195768374j),(-4.25662351692+14.5336538166j),(-3.04441824734+14.2047413941j),(-1.88594119155+13.8170331578j),(-0.837435934684+13.3017481277j),(0.0633863255429+12.7509115468j),(0.961071578771+12.158760697j),(1.71178645602+11.5000644065j),(2.41821229289+10.8221336507j),(2.96038918382+10.1334797147j),(3.4541396172+9.47669348063j),(3.89863564875+8.81077472365j),(4.25159841995+8.08956845845j),(4.53000832283+7.38723957898j),(4.74313281514+6.68568911953j),(4.86727739026+6.03539899052j),(4.96933779413+5.3966275222j),(4.97943807197+4.77292459229j),(4.96024951154+4.19795578817j),(4.91523430902+3.63444767973j),(4.78072490343+3.11304280525j),(4.63481249583+2.64158067753j),
Female,,731.064356436,(89.3266225074-77.0975909599j),(49.8300475733-75.0260621512j),(26.4171776975-69.9325263747j),(10.3643049522-63.6117261863j),(-1.3163157472-57.0911345649j),(-9.84091099705-50.4174527743j),(-16.3084470646-43.9632260211j),(-21.029063412-37.7857846776j),(-24.3834916302-31.9340772399j),(-26.7432000895-26.5021642852j),(-28.2752339942-21.4207551123j),(-29.1958838998-16.6053315813j),(-29.4989164454-12.2222977952j),(-29.3109416358-8.26048360306j),(-28.7421953366-4.60003324069j),(-27.8372581268-1.25824251495j),(-26.7331832503+1.71351537095j),(-25.3840821627+4.37529643289j),(-23.847171077+6.68087251754j),(-22.1981724255+8.81434434035j),(-20.3924251477+10.5297343581j),(-18.5334458525+12.0495766727j),(-16.627978192+13.2705931535j),(-14.6314390812+14.2725269293j),(-12.6784282606+14.9380697892j),(-10.6979059456+15.2768139079j),(-8.97022636826+15.4351870076j),(-7.32985196726+15.3877424117j),(-5.80108246876+15.263325926j),(-4.37733678437+14.9586789096j),(-3.01138958627+14.6414735412j),(-1.81529399892+14.1859990117j),(-0.728048090256+13.6194781015j),(0.274050112229+13.0050407953j),(1.18441045693+12.4125354618j),(1.95700923545+11.6958807734j),(2.68184545912+10.9559242576j),(3.2670668944+10.2388336722j),(3.74636779905+9.50774883617j),(4.19222183672+8.81537553579j),(4.57172821692+8.07285498611j),(4.84517775994+7.34864979027j),(5.03026067483+6.62432719472j),(5.1705955943+5.93478281028j),(5.25787498089+5.25356658509j),(5.27321329048+4.63269919101j),(5.24037155943+4.0208965873j),(5.17526613971+3.46765907685j),(5.06517266188+2.91076458135j),(4.91313783469+2.44381104876j),
Female,,985.49009901,(94.0875174199-79.99873197j),(50.545541537-80.0561565053j),(24.6615003152-74.7166060935j),(7.07788399817-67.6396844109j),(-5.50604317355-60.1371000639j),(-14.622186284-52.6963944524j),(-21.3549373618-45.4376582591j),(-26.2552750542-38.4836802433j),(-29.6706620328-31.9426915462j),(-31.9494331665-25.8767428184j),(-33.3257845206-20.2175109252j),(-34.0362814956-15.0499040606j),(-34.0727639216-10.1427698202j),(-33.5316099567-5.79355316614j),(-32.633989757-1.85959292846j),(-31.4599606991+1.68227571567j),(-29.9727860286+4.81805828864j),(-28.3285873336+7.68967620103j),(-26.4364283391+10.0917115679j),(-24.5174243058+12.2697086655j),(-22.4028167175+14.0402497727j),(-20.2574367572+15.593046422j),(-18.0729177471+16.8032374454j),(-15.7414800747+17.8484324399j),(-13.4868995692+18.4259737421j),(-11.1689860911+18.6426366724j),(-9.27553982712+18.610892676j),(-7.38901967022+18.4054040043j),(-5.74290559765+18.0796654152j),(-4.2141699477+17.6434976763j),(-2.73830454057+17.1207494653j),(-1.46328692254+16.4646600488j),(-0.328377465722+15.7806267058j),(0.712014427348+15.0623166188j),(1.69207720228+14.2549156577j),(2.50063842032+13.4677714077j),(3.21106651685+12.6091498526j),(3.73967689813+11.7997340944j),(4.25180426284+10.9944031587j),(4.68183405769+10.1595028885j),(5.08282059864+9.3709533261j),(5.33708020217+8.57145497162j),(5.5375349257+7.75956037713j),(5.65429829081+7.01322599565j),(5.67777645948+6.25774039471j),(5.71020926696+5.58692052402j),(5.62201245176+4.93649050314j),(5.52959320219+4.30800577724j),(5.38494832835+3.72722689068j),(5.19340712142+3.23094381976j),
Female,,1019.93069307,(93.2535610397-80.8438461618j),(50.3978595058-80.140124959j),(24.6670463628-74.926153671j),(7.04347270794-68.0139733938j),(-5.62113380226-60.5750916536j),(-14.9419051962-53.1444703363j),(-21.7953109815-45.6971443404j),(-26.7543234275-38.7784182746j),(-30.2093109049-32.1394687303j),(-32.4938358927-26.0454946926j),(-33.9881581155-20.3140274117j),(-34.6587685784-15.0348191475j),(-34.6500674368-10.1547406845j),(-34.2141296883-5.68540782691j),(-33.2784138606-1.67570006638j),(-32.0195633181+1.88532935973j),(-30.5927278872+5.11982409752j),(-28.8687009076+7.98328045242j),(-26.9406692232+10.5261170673j),(-24.9327865056+12.6815801881j),(-22.7677997071+14.5476626662j),(-20.6153044916+16.0551414569j),(-18.3702658371+17.3149232711j),(-15.9868912755+18.3561652595j),(-13.6491089956+18.8914767208j),(-11.2963497927+19.0739059877j),(-9.35592202235+19.0382379972j),(-7.49586715794+18.8280794879j),(-5.80005839161+18.4803752387j),(-4.23146895428+18.0169240948j),(-2.80073872211+17.4470883362j),(-1.45632465491+16.8597440933j),(-0.287406310795+16.1480789746j),(0.782893417593+15.3885298808j),(1.7129521884+14.5896257615j),(2.55153833641+13.7612345248j),(3.28802801009+12.8945528704j),(3.84028231288+12.0505707443j),(4.33524795738+11.1927017981j),(4.78439409225+10.3927086776j),(5.17215161157+9.54718940714j),(5.42146734245+8.73622793641j),(5.60014586455+7.92036425841j),(5.74073114561+7.17347200723j),(5.76624635813+6.43230797607j),(5.80079324044+5.73072809114j),(5.70610792503+5.08067628529j),(5.61026875152+4.44861166216j),(5.46555934484+3.83882414134j),(5.2860881069+3.35007818349j),
Female,,1038.09405941,(87.551481119-75.327453335j),(46.6229478722-75.2383873653j),(22.1584974882-70.4178910624j),(5.50654283146-63.8059241427j),(-6.47529657675-56.7505992632j),(-15.2134579439-49.631937826j),(-21.6338360854-42.6700585102j),(-26.2025875621-36.0175292194j),(-29.3991014327-29.7038420314j),(-31.5944952283-23.9599696693j),(-32.8470135879-18.5168956357j),(-33.5269629066-13.5633445967j),(-33.4737882593-8.93068874617j),(-32.9608550678-4.67622630391j),(-32.0689829148-0.930736324794j),(-30.8859941448+2.42549984701j),(-29.4815918759+5.47727312097j),(-27.8537826913+8.15464044194j),(-26.0248976691+10.6093084756j),(-24.0960927357+12.6385262036j),(-22.0529708466+14.4204552009j),(-19.9515320084+15.8820023098j),(-17.7942197644+16.9879365414j),(-15.4969741238+18.0200586089j),(-13.2555964397+18.6362068599j),(-11.0062552982+18.7672046503j),(-9.12370778256+18.7446717783j),(-7.31871293533+18.4995417835j),(-5.68319122477+18.2381253501j),(-4.17212704724+17.7283538637j),(-2.74963500802+17.2109389642j),(-1.44488975872+16.5805751823j),(-0.384084585234+15.9186168424j),(0.68358084718+15.1707192716j),(1.60794321571+14.4343069529j),(2.4253258767+13.5895092669j),(3.0749083448+12.7505269694j),(3.6570349876+11.9727558296j),(4.17790399301+11.189001535j),(4.6038803497+10.3733916951j),(5.01091063829+9.54987560037j),(5.24260907756+8.7362994583j),(5.45535163937+7.9708610062j),(5.57423472627+7.20022499392j),(5.60809449651+6.45470246326j),(5.63354538387+5.78250047865j),(5.55107972302+5.14554545602j),(5.47590241365+4.51560493882j),(5.33725537425+3.94766641778j),(5.13728454901+3.42712041074j),
Male,,788.900990099,(108.837437007-89.1625158517j),(60.8774255984-89.7221561649j),(31.8436884999-83.9445712314j),(12.2357740121-76.3007780999j),(-1.83730688891-68.0195225606j),(-12.1223307001-59.9034431389j),(-19.5909754537-51.8267803184j),(-25.0517773811-44.3039255965j),(-28.9300884138-37.3090212936j),(-31.5833082675-30.7037485059j),(-33.1900729962-24.6061899896j),(-34.1082667234-18.9561806813j),(-34.2565820943-13.7965251098j),(-33.919659083-9.07548590229j),(-33.1125827544-4.80475334975j),(-31.9293495932-1.06151342231j),(-30.4800459601+2.36735213441j),(-28.8112055792+5.41542032332j),(-26.9457543214+8.11168190619j),(-24.9625147735+10.3879428797j),(-22.7918718819+12.3557600577j),(-20.6276408903+14.0080821924j),(-18.40569723+15.3165392488j),(-16.0444420783+16.4340398299j),(-13.7662447225+17.0579577632j),(-11.5440640233+17.4077971521j),(-9.51352992858+17.4595880735j),(-7.6519788252+17.3198530282j),(-5.93363316328+17.0891489085j),(-4.33606467244+16.6829254982j),(-2.91915869639+16.1820846084j),(-1.55134635647+15.5978530383j),(-0.33805369988+14.9508359035j),(0.724232194814+14.2277217024j),(1.71247526244+13.4542210863j),(2.52616385204+12.6605620667j),(3.20813581835+11.8172040615j),(3.82111704159+11.0183698887j),(4.34274376917+10.1983114808j),(4.78261609353+9.39903585363j),(5.14210688702+8.58537536103j),(5.40898326142+7.79424489349j),(5.61237213294+6.99638279307j),(5.71865567605+6.26609073281j),(5.76221649869+5.54753703896j),(5.78100412369+4.88927054602j),(5.71929475086+4.22605076904j),(5.63887747756+3.61795093573j),(5.47225294348+3.04637907468j),(5.31395598621+2.53097107945j),
Male,,667.589108911,(73.6691901346-63.8161363357j),(40.9530796735-61.9969810275j),(21.6469166536-57.7882197107j),(8.4316447329-52.8081168202j),(-1.20800952086-47.4014171609j),(-8.40714104926-41.9766937995j),(-13.7844865783-36.6712857421j),(-17.6851979463-31.5765457868j),(-20.6390912198-26.7341426508j),(-22.6369284919-22.269762221j),(-23.9895205023-18.0378456354j),(-24.7751455163-14.0608506276j),(-25.1150742885-10.3921889588j),(-25.0127360946-7.0181472608j),(-24.5677411341-3.9470385644j),(-23.8889459352-1.10412084239j),(-22.9668930716+1.37820396001j),(-21.9204484843+3.67889612583j),(-20.6311802919+5.6604509319j),(-19.252139751+7.48865481608j),(-17.7813297119+8.98486630448j),(-16.2658475217+10.2638664908j),(-14.6532234777+11.4043503663j),(-12.9828745529+12.2780834534j),(-11.3451709552+12.9031022948j),(-9.66031793347+13.2717958696j),(-8.21262901626+13.455193712j),(-6.75083186162+13.5002022896j),(-5.42599416478+13.4251619498j),(-4.22453893373+13.2325618244j),(-3.03164008616+12.9740744101j),(-1.97541989438+12.5830358147j),(-0.965311221866+12.1459519717j),(-0.0347325667992+11.6918159396j),(0.776884481182+11.1729234179j),(1.51150137674+10.5794791396j),(2.13776857546+9.9508724431j),(2.69754138988+9.32588379828j),(3.18385848948+8.70083771842j),(3.58407684949+8.05403052051j),(3.95092506736+7.43066438798j),(4.21366632562+6.77093861311j),(4.4282529279+6.12561871703j),(4.56151028319+5.50497939548j),(4.64058877433+4.90634878134j),(4.67898666483+4.34176207149j),(4.67467174916+3.78805140591j),(4.62940632296+3.25204485571j),(4.53098641528+2.75425153275j),(4.38951570467+2.31847514856j),
