18827+0.21461i,18812+0.20927i,18514+0.2094i,18250+0.20811i,19067+0.21094i,18435+0.21387i,18752+0.20683i,18906+0.20929i,18693+0.20328i,18115+0.20613i,17836+0.21929i,19113+0.21805i,18697+0.21565i,17940+0.21248i,19023+0.21166i,18230+0.20977i,17836+0.20285i,18737+0.20535i,17770+0.20976i,18236+0.21927i,17660+0.20951i,17943+0.2149i,17988+0.20968i,18532+0.21179i,18373+0.20923i,18529+0.20721i,17851+0.20547i,17690+0.21428i,18070+0.20939i,18222+0.21603i,18260+0.2188i,17557+0.20394i,17767+0.2119i,17500+0.2082i,17738+0.21551i,17697+0.21071i,17702+0.20523i,17682+0.21767i,17729+0.21229i,18193+0.20493i,17619+0.20749i,18048+0.21256i,18023+0.20992i,16988+0.21265i,17694+0.2175i,18168+0.21271i,17880+0.21035i,18590+0.21277i,17600+0.22239i,17639+0.21531i,17607+0.20678i,17661+0.21163i,18039+0.21641i,17659+0.21246i,17067+0.21201i,17894+0.21368i,17705+0.207i,17449+0.20885i,17494+0.2185i,17090+0.2138i,17458+0.21502i,17255+0.20914i,17217+0.21393i,16686+0.21207i,17172+0.21839i,17029+0.21484i,17067+0.21141i,16770+0.21542i,16516+0.22104i,17175+0.21228i,17125+0.21615i,17411+0.21246i,17173+0.21463i,16575+0.2213i,17205+0.21495i,16953+0.21339i,16941+0.21733i,16966+0.21322i,16718+0.21783i,16502+0.21898i,16663+0.2153i,16090+0.22019i,16082+0.22254i,17222+0.22221i,16348+0.21407i,16389+0.2166i,16112+0.21945i,16530+0.22388i,16498+0.21427i,15646+0.21835i,16169+0.21094i,15528+0.21945i,15604+0.22475i,15561+0.22403i,15925+0.22296i,15464+0.22791i,15724+0.22876i,15384+0.22928i,14728+0.21621i,15359+0.22617i,16084+0.22071i,14926+0.22384i,15913+0.22729i,16280+0.22157i,15552+0.2258i,15742+0.22438i,15055+0.23716i,15339+0.22582i,15041+0.23037i,15655+0.23757i,15576+0.23415i,15204+0.24426i,15260+0.2381i,15154+0.24i,15008+0.23311i,14632+0.24485i,14735+0.23577i,14619+0.24249i,14944+0.22624i,15101+0.22918i,14919+0.23805i,14780+0.2385i,14592+0.24234i,14328+0.23975i,14546+0.23784i,13828+0.23659i,14334+0.24723i,13740+0.24464i,14156+0.2425i,13919+0.24597i,14169+0.25001i,14592+0.2472i,13731+0.24533i,14019+0.2424i,13699+0.24243i,13543+0.2571i,13598+0.25989i,13961+0.25329i,13715+0.2608i,13960+0.2519i,13800+0.25513i,13508+0.25687i,13462+0.24984i,13044+0.25188i,13814+0.25568i,13075+0.25243i,13154+0.25648i,13389+0.25263i,13109+0.25667i,13026+0.2649i,12548+0.27354i,12802+0.26639i,13061+0.26363i,12879+0.26625i,12659+0.26205i,13167+0.25999i,13206+0.26858i,12538+0.27972i,12235+0.27056i,12192+0.27879i,12121+0.27289i,11954+0.27579i,12407+0.2791i,12214+0.28658i,12345+0.29045i,11731+0.28457i,11745+0.27998i,11696+0.27989i,11910+0.29327i,11624+0.27237i,11876+0.29813i,11754+0.29063i,11390+0.29095i,11879+0.27947i,11928+0.29472i,11784+0.29475i,12177+0.30242i,11847+0.29586i,11757+0.30007i,11479+0.29523i,11075+0.30064i,11346+0.30516i,10863+0.30772i,11143+0.31032i,11325+0.30153i,11180+0.30566i,11194+0.30528i,11346+0.30348i,11230+0.31815i,10917+0.30698i,10935+0.31891i,10891+0.31503i,11051+0.30291i,11045+0.31687i,10489+0.31463i,10637+0.32432i,10876+0.31425i,10808+0.31325i,10876+0.32409i,11477+0.32048i,10629+0.32142i,10993+0.32872i,10531+0.3292i,10972+0.32972i,10367+0.32563i,10846+0.33049i,10913+0.33579i,9872.2+0.32992i,10640+0.32909i,10294+0.33386i,10273+0.34599i,10485+0.33462i,10173+0.33432i,10477+0.34483i,10306+0.33818i,10304+0.34444i,10156+0.34683i,9989.4+0.34455i,10598+0.3488i,9917.8+0.3469i,10374+0.35732i,10324+0.35263i,10469+0.35715i,10006+0.35166i,10158+0.34837i,10154+0.35279i,10613+0.35402i,10087+0.3564i,10264+0.37794i,9818.8+0.36351i,9755.2+0.36489i,10043+0.3712i,10389+0.36879i,10124+0.37379i,10244+0.35821i,10361+0.36258i,10074+0.37783i,9893.5+0.37863i,9873.3+0.37146i,9701.5+0.36936i,9644.6+0.36846i,9766.4+0.38594i,9677.1+0.38149i,9586+0.37687i,9983.9+0.37818i,9964.7+0.38054i,9691.9+0.37129i,10120+0.37412i,9752.1+0.38684i,9874.8+0.38195i,9730+0.40453i,9772.3+0.39656i,9699.5+0.38508i,9407.2+0.39853i,9921.4+0.41158i,9548.4+0.40111i,9632.1+0.39997i,9818.9+0.41709i,9947.4+0.4037i,9633.9+0.40619i,9517.3+0.41076i,9822+0.40418i,9365.8+0.40605i,9646.4+0.41556i,9337.3+0.3997i,9717.3+0.41769i,9575.5+0.43201i,9832.2+0.41184i,9748.3+0.42301i,9391.4+0.43422i,9545.5+0.41769i,9656.8+0.42349i,9481.5+0.42226i,9354.4+0.43518i,9336.5+0.41857i,9547.2+0.44139i,9485.3+0.45029i,9503.8+0.42047i,9323.9+0.43849i,9685.1+0.43537i,9715+0.43682i,9360.4+0.43449i,9374.1+0.44545i,9790.4+0.42679i,9629.9+0.45574i,9420.5+0.45189i,9500.4+0.45235i,9828.4+0.4546i,9430.8+0.44735i,9624.3+0.44875i,9213.1+0.4542i,9464.6+0.44557i,9051.6+0.43543i,9354.3+0.46311i,9365.9+0.46588i,9485+0.4574i,9221.2+0.45183i,9776.1+0.45759i,9387.4+0.45724i,9438.8+0.47002i,9428.4+0.46594i,9040.3+0.46607i,9341+0.46689i,9220+0.46749i,9106.6+0.46954i,9204.5+0.48145i,9371.7+0.48416i,9076+0.4819i,9295.3+0.47936i,9080.1+0.49758i,9453.2+0.47474i,9287.2+0.48717i,9008.2+0.50475i,9087.9+0.49839i,8766.8+0.49427i,9514.4+0.49865i,9535.3+0.50004i,9543+0.47227i,9121.9+0.50179i,9205.2+0.50745i,9149.5+0.49496i,9670.4+0.50912i,9348.1+0.50306i,9477.7+0.52894i,9218.8+0.51535i,9240+0.51228i,9289.8+0.49293i,9190.2+0.50987i,9394.8+0.52061i,9145.6+0.49183i,9308.4+0.53637i,9560.4+0.522i,9401+0.53935i,9390.2+0.54449i,9587.8+0.54146i,9123.6+0.53577i,9304.8+0.52055i,9295.3+0.5471i,9237.5+0.54505i,9404.3+0.54958i,9126.7+0.5363i,9252.8+0.53298i,9071.1+0.54346i,9516.7+0.5417i,9194.1+0.55322i,9278.9+0.54902i,9236.7+0.54012i,9250.7+0.54326i,9200.2+0.54339i,9588.6+0.54986i,9274.4+0.57003i,9433.7+0.58606i,9357.1+0.57822i,9758.4+0.55368i,9516.5+0.56846i,9168.9+0.56032i,9275.4+0.57661i,9265.8+0.59038i,9299.5+0.5859i,9411.1+0.5993i,9023.8+0.59234i,9271.8+0.59172i,9107.3+0.59838i,8971.2+0.57346i,9054.6+0.5917i,9188+0.58058i,9444.5+0.59626i,9312.3+0.58867i,9221+0.59937i,9486+0.61974i,9339.5+0.62708i,9227.4+0.60699i,8956.4+0.60452i,9268.6+0.62853i,9514.7+0.60971i,9471.2+0.6379i,9342.9+0.63228i,9236.4+0.64905i,8976.7+0.62684i,9173.3+0.63678i,9200+0.6223i,9020.5+0.63406i,9231.5+0.64759i,9475.7+0.63101i,9165.4+0.64417i,9168.8+0.63455i,9205.7+0.65111i,9188.6+0.63504i,9103+0.66304i,9488.1+0.65574i,9251.3+0.66712i,8880.9+0.65809i,9367.2+0.66557i,9294+0.66859i,9291.3+0.68575i,9243.7+0.67566i,9173+0.6672i,8914.7+0.67268i,9342.9+0.67683i,9365.8+0.66246i,9497.8+0.67795i
19405+0.21112i,19063+0.20718i,18412+0.20915i,19341+0.2123i,18587+0.21064i,18387+0.21149i,18551+0.20999i,18432+0.20989i,18606+0.2125i,18298+0.21193i,17872+0.21178i,18479+0.21208i,18497+0.20807i,17670+0.21188i,18785+0.19854i,18030+0.21378i,17946+0.21784i,17814+0.21156i,18721+0.21143i,18021+0.21082i,17707+0.20627i,18382+0.21466i,18829+0.20622i,18043+0.20858i,18430+0.21341i,18347+0.20968i,17823+0.20808i,17815+0.20905i,18370+0.21235i,18401+0.21345i,17462+0.2078i,17429+0.21433i,18184+0.21305i,17963+0.21293i,17329+0.21372i,17667+0.21413i,18433+0.20802i,17911+0.22225i,17676+0.2137i,17896+0.20935i,17598+0.21499i,17824+0.21548i,17396+0.20292i,17345+0.2077i,17452+0.21392i,17726+0.2123i,17616+0.20625i,17367+0.21176i,17873+0.21533i,17553+0.21061i,16683+0.21783i,17514+0.21724i,17317+0.20673i,17392+0.21674i,17024+0.21797i,16412+0.21049i,17005+0.21457i,17776+0.21893i,17527+0.21754i,17388+0.21828i,17802+0.20614i,16934+0.2126i,16831+0.21079i,17056+0.20735i,17129+0.21021i,17240+0.21564i,16853+0.21161i,16813+0.21719i,16875+0.21006i,16790+0.21209i,16919+0.21576i,17703+0.21636i,17018+0.21798i,16480+0.21565i,16275+0.21723i,16900+0.21796i,16838+0.22247i,17108+0.21779i,16583+0.21601i,16522+0.21599i,17442+0.21656i,16723+0.21576i,16450+0.21201i,16625+0.21825i,16394+0.21038i,15920+0.20775i,16649+0.23255i,16178+0.2273i,16069+0.21486i,16006+0.22435i,16595+0.22127i,16081+0.22404i,16065+0.23071i,16013+0.21804i,15983+0.22077i,15853+0.21896i,15544+0.22718i,15871+0.22442i,16447+0.22001i,15668+0.22302i,15583+0.2269i,16103+0.22607i,15429+0.21902i,15521+0.23168i,15724+0.2296i,14969+0.23305i,15743+0.227i,15752+0.22822i,14921+0.22735i,15033+0.2315i,14772+0.2289i,15092+0.22645i,15247+0.22993i,15416+0.22607i,15291+0.23251i,14950+0.23521i,14561+0.23655i,14750+0.24029i,14720+0.24155i,15191+0.23521i,14503+0.23974i,14810+0.24233i,15010+0.23926i,14091+0.24213i,15160+0.23952i,14525+0.24855i,14922+0.24169i,14124+0.2404i,13906+0.25627i,14433+0.23935i,13840+0.24488i,14110+0.24165i,14132+0.24602i,13709+0.24465i,14115+0.24775i,13731+0.24869i,13770+0.25107i,13752+0.24966i,13742+0.24644i,13188+0.253i,13203+0.24581i,13615+0.25652i,13395+0.26184i,13720+0.26172i,13216+0.25535i,13182+0.25159i,13039+0.24518i,13710+0.25422i,13088+0.25497i,12854+0.26275i,12761+0.27106i,13114+0.27114i,12717+0.2687i,12283+0.27056i,12522+0.26941i,12759+0.26476i,12964+0.25752i,12466+0.26908i,12990+0.26954i,12776+0.27489i,12387+0.27008i,12652+0.27872i,12529+0.27789i,11969+0.28456i,11985+0.27677i,12592+0.27305i,12164+0.27832i,12388+0.2784i,12367+0.28343i,11671+0.27853i,11728+0.28802i,12125+0.29332i,11855+0.29i,11617+0.28796i,12159+0.2899i,11779+0.29466i,11355+0.29533i,11608+0.29076i,11733+0.29551i,11394+0.2974i,11626+0.29606i,11743+0.29645i,11362+0.2929i,11296+0.31269i,11505+0.30951i,11349+0.30596i,11547+0.30862i,11293+0.30476i,11014+0.30649i,11045+0.31156i,10769+0.31084i,11045+0.30949i,10983+0.31657i,10815+0.31632i,10960+0.32654i,10844+0.30996i,10992+0.31035i,10610+0.32409i,11139+0.32443i,10719+0.32243i,11004+0.33389i,10789+0.31951i,11214+0.32696i,10858+0.33884i,10667+0.33966i,10764+0.33693i,10326+0.33859i,10696+0.34105i,10632+0.33863i,10163+0.35086i,10803+0.33809i,10792+0.35242i,10144+0.34535i,10403+0.33411i,10099+0.33191i,9941.3+0.35554i,10612+0.3292i,10404+0.35108i,10360+0.3549i,10446+0.34314i,10431+0.35838i,10294+0.36578i,9895.1+0.35511i,10215+0.36022i,9776.4+0.34308i,10186+0.36149i,10118+0.35713i,10186+0.35593i,10335+0.34794i,10253+0.36268i,10278+0.36377i,10302+0.37271i,10122+0.37323i,10296+0.37711i,10138+0.36842i,9635.7+0.37339i,10080+0.37727i,9932.6+0.38628i,10090+0.37113i,9964.8+0.37986i,10039+0.37019i,10063+0.37808i,9851.9+0.38715i,9668.8+0.38369i,9769+0.37827i,9771.9+0.38129i,9729.9+0.3978i,9884.1+0.38251i,9796.8+0.3952i,9322.8+0.41201i,9663.6+0.39i,9572.7+0.3832i,9522.9+0.3842i,9658.7+0.40008i,9717.5+0.3977i,9577.6+0.40499i,9380.9+0.38916i,9493.2+0.39091i,9707.7+0.39836i,9732.6+0.40755i,9459+0.40472i,9696.5+0.4033i,9470.2+0.41739i,9822.3+0.40934i,9781.2+0.40336i,9528.2+0.40698i,9738.9+0.41291i,9758.6+0.41212i,9451+0.41652i,9875.5+0.42901i,9724.7+0.43064i,9390.1+0.43062i,9030.4+0.4201i,9565.5+0.42629i,9802.7+0.41874i,9919.8+0.43044i,9370.4+0.42677i,9678.7+0.43287i,9336.2+0.42562i,9286.6+0.43811i,9682.1+0.45122i,9361.1+0.4578i,9720.8+0.45207i,9732.7+0.4325i,9505.4+0.4542i,9725+0.4281i,9321.2+0.44416i,9483+0.44179i,9398.9+0.45883i,9803.4+0.46006i,9468.5+0.45308i,9548.9+0.46884i,9164.2+0.45268i,9420.8+0.46702i,9102+0.45494i,9386.3+0.45088i,9316.3+0.46908i,9546.3+0.47395i,9433.1+0.46754i,9251.1+0.4691i,9223.7+0.46002i,9524.9+0.4764i,9009.3+0.45899i,9468.5+0.46749i,9606.7+0.47862i,9627.1+0.4886i,9328.2+0.48325i,9182.4+0.47985i,9382.6+0.48226i,9307.6+0.48347i,9433.5+0.48174i,9368.2+0.48019i,9553.6+0.47648i,9308.2+0.48491i,9207.3+0.49986i,9557.9+0.49233i,9631.3+0.49844i,9166.7+0.51245i,9508.1+0.51474i,8977.6+0.49891i,9501+0.50544i,9142+0.51321i,9610.1+0.50532i,9257+0.50762i,9555.4+0.49932i,9413.7+0.51245i,9189.3+0.51018i,9505.8+0.53015i,9445.3+0.50677i,9056.2+0.54103i,9224.6+0.52956i,9024.6+0.52166i,9407.5+0.53565i,8866.5+0.52553i,9260.7+0.55003i,9148.2+0.52396i,9295.1+0.53616i,9188.5+0.54225i,9403.8+0.53375i,9402.5+0.53372i,9174.9+0.54314i,9034.1+0.55256i,9299.7+0.52918i,9380.2+0.55708i,8904.6+0.54144i,9115.8+0.56055i,9324.4+0.54901i,9136.9+0.58064i,9500.3+0.54475i,8956.4+0.53747i,9115.2+0.53204i,9452.6+0.56345i,9125.6+0.56403i,9639.9+0.57048i,9530.2+0.5878i,8957.3+0.57465i,9134.7+0.58345i,8771.2+0.60142i,9293.1+0.60806i,9193.1+0.56676i,9332+0.56318i,9453.3+0.58337i,9147+0.57661i,9519.1+0.60711i,9488.2+0.57955i,9505.8+0.60919i,9391.7+0.57787i,9054.7+0.61038i,8830.7+0.59081i,9390.9+0.62582i,9130.9+0.6044i,9256.2+0.61162i,9253.2+0.61437i,9436.1+0.60196i,9207.5+0.59388i,9374.7+0.60477i,8991.3+0.60494i,9175.3+0.61678i,9272+0.63081i,9134.7+0.64797i,9006.5+0.62113i,9183.9+0.61594i,9429+0.62094i,9247.2+0.63674i,8853.2+0.64933i,9177.2+0.65354i,9226.2+0.65642i,9364.8+0.67893i,9034+0.68628i,9121.7+0.65671i,9149.7+0.64924i,9140.5+0.666i,9267.2+0.6628i,9009.6+0.67322i,9344.3+0.64294i,9000.9+0.71151i,9462.3+0.67911i,8938.8+0.69059i,9273.8+0.67325i,9328+0.68716i,9116.4+0.6879i
18992+0.20829i,19097+0.2094i,18174+0.21294i,18929+0.20967i,18540+0.20698i,18241+0.21459i,18508+0.20951i,19215+0.21435i,18365+0.21075i,18087+0.21639i,17985+0.2134i,18593+0.21626i,17918+0.21167i,18597+0.20901i,18526+0.20849i,18464+0.20918i,18565+0.21528i,18932+0.21372i,18018+0.21142i,18472+0.21246i,17790+0.21798i,18449+0.21705i,18074+0.21483i,17575+0.20461i,17952+0.20682i,18138+0.21571i,18463+0.20998i,18112+0.20899i,17175+0.21364i,17872+0.21857i,18621+0.20987i,18109+0.22089i,18880+0.21226i,18322+0.21073i,17589+0.21993i,17760+0.21138i,17866+0.21284i,17902+0.2112i,17429+0.21249i,17781+0.21714i,17527+0.20486i,17378+0.2098i,17328+0.20663i,17621+0.21616i,18133+0.20453i,17389+0.21289i,17300+0.21245i,17517+0.21372i,17423+0.2038i,17589+0.21326i,16877+0.21736i,18075+0.21514i,17059+0.22452i,16895+0.21233i,17309+0.21566i,16925+0.21213i,16664+0.21133i,17269+0.20856i,17218+0.21673i,16959+0.21226i,17267+0.20676i,17259+0.21574i,17234+0.22644i,17166+0.21767i,16740+0.22161i,17278+0.21257i,16252+0.21884i,17080+0.2155i,16859+0.21623i,17755+0.20978i,16640+0.21849i,16887+0.22097i,16885+0.2249i,16552+0.21281i,16961+0.22649i,16803+0.21568i,16165+0.21705i,16822+0.22048i,16868+0.2221i,16328+0.22138i,16371+0.2139i,16769+0.21292i,16053+0.21956i,16146+0.21485i,16771+0.2225i,16817+0.22314i,16331+0.22669i,16300+0.22114i,16124+0.21942i,16525+0.22145i,16458+0.22408i,15970+0.2252i,16017+0.22663i,15987+0.21953i,16167+0.22748i,15672+0.22706i,16341+0.22073i,16054+0.22025i,15430+0.23307i,16220+0.2272i,16111+0.22606i,15180+0.22855i,15591+0.23264i,16291+0.23145i,15651+0.22682i,15144+0.22286i,15922+0.23336i,15208+0.23306i,15904+0.22352i,15467+0.23042i,15229+0.23022i,15314+0.23425i,15059+0.23028i,14942+0.2359i,15008+0.23712i,14937+0.23485i,14846+0.2398i,14849+0.22638i,14762+0.23498i,14616+0.23398i,14646+0.23441i,14947+0.24085i,14710+0.2368i,14052+0.23852i,14649+0.24177i,14267+0.23312i,14558+0.24214i,14515+0.24406i,14650+0.24029i,14305+0.25302i,14538+0.23766i,14060+0.24327i,13719+0.248i,14033+0.24578i,13839+0.24656i,13736+0.24929i,13874+0.25379i,13725+0.2467i,13902+0.24832i,13892+0.25366i,13730+0.25461i,13973+0.25159i,13295+0.25437i,13149+0.26539i,13446+0.26373i,13257+0.2659i,13413+0.2606i,13555+0.26937i,13189+0.26244i,12965+0.27274i,12869+0.27038i,12479+0.25893i,13518+0.26009i,12997+0.2609i,12755+0.27393i,12163+0.27349i,12021+0.26553i,12568+0.26759i,12142+0.29267i,12770+0.26876i,12386+0.27932i,12169+0.27349i,12274+0.27609i,12474+0.2792i,12306+0.28324i,12448+0.27705i,12212+0.28588i,11778+0.29198i,12062+0.28808i,11740+0.27729i,12168+0.28299i,11993+0.29426i,11359+0.28348i,11927+0.28173i,11143+0.29737i,11491+0.29442i,11899+0.28936i,11643+0.30579i,11687+0.29551i,11314+0.2911i,11616+0.29963i,11181+0.29802i,11278+0.30657i,11576+0.29251i,10936+0.31555i,11621+0.30022i,11348+0.31692i,11143+0.31213i,10992+0.30631i,10722+0.32336i,10812+0.30931i,10969+0.3117i,10645+0.31756i,10801+0.32i,10783+0.31184i,11024+0.32019i,10675+0.31926i,10637+0.32153i,10647+0.33144i,10959+0.32288i,10440+0.32636i,10692+0.32368i,10199+0.32574i,10529+0.33486i,10666+0.33603i,10619+0.33907i,10595+0.33302i,10433+0.33186i,10162+0.32322i,10598+0.33673i,10588+0.34039i,10371+0.35012i,10481+0.32983i,9989.5+0.33523i,10251+0.34763i,10519+0.34576i,10368+0.34899i,10340+0.36117i,10511+0.35273i,10299+0.34522i,10391+0.34481i,10392+0.36571i,10201+0.3493i,10082+0.36492i,9833.5+0.343i,10088+0.35721i,9967.2+0.36067i,10349+0.36039i,9784.1+0.35372i,9939.5+0.36301i,9998.6+0.37229i,9859.7+0.36075i,9748.4+0.36128i,9591.2+0.36653i,10003+0.36819i,9865.3+0.37393i,10044+0.36645i,9815.2+0.36318i,9568.2+0.38023i,9918.9+0.36406i,9955.5+0.37499i,9935.8+0.36527i,10121+0.38065i,9874.9+0.3819i,9723.4+0.37968i,9721.8+0.38098i,9560.6+0.38412i,9683.5+0.39952i,9805+0.38638i,9349.7+0.39209i,9661+0.39217i,10001+0.38642i,9833.2+0.39177i,9682.8+0.39059i,9572+0.40046i,9791.3+0.40796i,9955.7+0.40538i,9744.6+0.4128i,9581.5+0.42537i,9402.2+0.40007i,9428.6+0.41223i,9629.4+0.39177i,9616+0.40446i,9717.8+0.41752i,9482.8+0.40618i,9898.1+0.42353i,9497.2+0.42253i,9476.3+0.40448i,9438+0.41261i,9802+0.42608i,9561.6+0.41326i,9251.9+0.42196i,9435.4+0.43957i,9764.8+0.43559i,9724.4+0.42648i,9442.4+0.42095i,9040.1+0.42548i,9411.9+0.44433i,9240.8+0.44338i,9475.8+0.42984i,9282.2+0.44037i,9231.5+0.45593i,9393.1+0.44086i,9306.7+0.43484i,9551.7+0.43388i,9898.7+0.43721i,9403.4+0.449i,9491.1+0.4401i,9361.6+0.4659i,9205.5+0.43372i,9197+0.46035i,9815.5+0.44915i,9819.2+0.45323i,9606+0.46761i,9410.5+0.45997i,9342.6+0.45113i,9807+0.45246i,9380.5+0.47969i,9395.2+0.45578i,9427.1+0.46537i,9460.3+0.46418i,9433.3+0.47117i,9319.1+0.46058i,9177.7+0.4518i,9588.7+0.47899i,9583.5+0.47712i,8847.4+0.47808i,9407.9+0.48127i,9787.4+0.47209i,9326+0.49069i,9062.1+0.49817i,9543.1+0.49899i,9325.6+0.47829i,9448.5+0.47409i,9279.2+0.49908i,9311.9+0.51277i,9358.4+0.49662i,9421.6+0.50251i,9042+0.48582i,9451.2+0.52221i,9554.4+0.49397i,9182.2+0.51495i,9560.2+0.49817i,9108.6+0.51444i,8921.1+0.52274i,9476.7+0.51045i,9452.1+0.52591i,9127.5+0.53355i,9559.8+0.5318i,9103.7+0.53068i,9225.2+0.54074i,9229+0.52817i,9161.4+0.53194i,9342.5+0.53887i,9408.6+0.51932i,9084.8+0.54002i,9620.5+0.53763i,9425.7+0.54129i,9267.7+0.52406i,9537.9+0.54483i,9304.9+0.53651i,9570.6+0.53255i,9343+0.54858i,9295.2+0.55381i,9101.9+0.55171i,9265.9+0.53687i,9222.9+0.54519i,9261.5+0.56317i,9111.2+0.56526i,8940.6+0.56165i,9026.9+0.57886i,9069.9+0.5581i,9553.5+0.5599i,9184.8+0.55853i,9616.2+0.55805i,9268.5+0.58149i,9122.8+0.57202i,9335.7+0.59523i,9222.9+0.58584i,9444.8+0.60001i,9503+0.57202i,9570.5+0.55892i,9292.2+0.58321i,9382.5+0.60684i,9241.7+0.59358i,8886.5+0.60696i,9752+0.61264i,9262.9+0.57123i,8894.3+0.59197i,8931.8+0.61699i,9236+0.59902i,9040.2+0.62784i,9049.5+0.60925i,9698.6+0.59782i,9174.9+0.61336i,9496.4+0.62815i,9151.4+0.60937i,9259.1+0.62791i,9131.7+0.61895i,9187.1+0.60884i,9343.7+0.62743i,9472.3+0.64551i,9189.7+0.64483i,9136.1+0.65288i,9143.2+0.64819i,9153.3+0.65692i,8955.9+0.65436i,9111.2+0.64375i,9015.4+0.67681i,9518.8+0.66646i,9317.7+0.65055i,9476.5+0.66632i,9252+0.66325i,9204.4+0.66994i,9190.2+0.69555i,9107.3+0.68798i,9478+0.66662i,9152.9+0.68762i,9167.8+0.66927i,9057.3+0.66431i,9107+0.65657i
