19107+0.25545i,18798+0.25468i,18540+0.26227i,18603+0.26133i,18376+0.26062i,18214+0.26176i,18546+0.26236i,18303+0.25785i,18470+0.26507i,18409+0.26021i,18281+0.25838i,18163+0.2577i,18037+0.26539i,18265+0.26152i,17814+0.26633i,17940+0.26142i,18029+0.25816i,18042+0.25873i,17969+0.26384i,17717+0.26201i,17276+0.25694i,17326+0.25521i,17793+0.26417i,17483+0.25669i,17438+0.26045i,17487+0.26671i,17405+0.2596i,17570+0.25766i,17185+0.25962i,17493+0.25635i,17413+0.26013i,17157+0.26244i,17149+0.26655i,17165+0.25956i,17433+0.25888i,17121+0.25414i,17025+0.25962i,17160+0.26008i,16888+0.26313i,16687+0.26174i,16885+0.26465i,16853+0.25882i,16806+0.26539i,16910+0.26547i,16587+0.26157i,16704+0.26209i,16858+0.2622i,16804+0.26433i,16576+0.26352i,16669+0.2623i,16764+0.26256i,16635+0.26605i,16665+0.2624i,16466+0.26432i,16438+0.26581i,16631+0.26091i,16214+0.26137i,16429+0.26609i,16319+0.26626i,16180+0.26981i,16454+0.26954i,16423+0.26947i,16225+0.26566i,16104+0.26142i,16136+0.26433i,16471+0.26417i,15919+0.26447i,16239+0.26547i,16347+0.26907i,15904+0.26608i,15781+0.26695i,15696+0.26968i,16261+0.26678i,15781+0.26612i,15709+0.26487i,15514+0.26899i,15901+0.26775i,15703+0.2629i,15719+0.27105i,15795+0.27001i,15660+0.26734i,15311+0.26761i,15688+0.26984i,15673+0.27327i,15516+0.27038i,15509+0.26738i,15348+0.27264i,15301+0.27155i,15201+0.2665i,15068+0.27053i,14957+0.27735i,15186+0.27478i,15122+0.27427i,15115+0.27337i,15202+0.27333i,14902+0.27013i,14967+0.26872i,14928+0.27249i,14792+0.27351i,14717+0.27303i,14609+0.27274i,14737+0.27707i,14813+0.27828i,14561+0.27811i,14508+0.27434i,14548+0.27347i,14417+0.27534i,14644+0.27582i,14304+0.28112i,14078+0.27324i,14313+0.28127i,14453+0.27876i,14251+0.27475i,14321+0.28132i,14171+0.28024i,14006+0.28234i,13860+0.28471i,13754+0.2887i,13984+0.27887i,13766+0.28498i,13741+0.28526i,13625+0.28606i,13681+0.28655i,13565+0.28788i,13561+0.286i,13390+0.2893i,13570+0.28963i,13378+0.29165i,13008+0.28699i,13097+0.28463i,13230+0.287i,13107+0.29239i,13009+0.29429i,13016+0.29433i,13060+0.2957i,13072+0.29354i,13112+0.29823i,13009+0.29344i,12833+0.30122i,12537+0.30006i,12925+0.29947i,12731+0.29945i,12753+0.29994i,12481+0.30019i,12279+0.30867i,12339+0.30256i,12429+0.30281i,12308+0.30004i,12090+0.30724i,12188+0.30974i,12271+0.31116i,12141+0.30777i,12049+0.30801i,12025+0.30837i,12077+0.31073i,12254+0.31223i,11882+0.31077i,11867+0.31404i,11914+0.31524i,11789+0.31883i,11777+0.3122i,11723+0.31065i,11524+0.321i,11659+0.31538i,11296+0.32587i,11575+0.32547i,11327+0.32387i,11422+0.32908i,11511+0.3262i,11172+0.32375i,11229+0.32563i,11306+0.32942i,11192+0.32739i,11207+0.33477i,11048+0.33517i,10985+0.33351i,11233+0.32501i,10986+0.33772i,10960+0.33097i,10961+0.33551i,10831+0.34344i,10732+0.336i,10803+0.3424i,10598+0.34174i,10777+0.34085i,10898+0.34613i,10658+0.34704i,10608+0.34197i,10656+0.34863i,10530+0.35212i,10460+0.35741i,10517+0.35269i,10421+0.35361i,10530+0.36079i,10353+0.35585i,10446+0.356i,10292+0.35406i,10381+0.35658i,10336+0.36053i,10247+0.36308i,10285+0.36329i,10211+0.3665i,10163+0.36066i,10389+0.36658i,10261+0.36164i,10154+0.36751i,10069+0.36642i,10121+0.36868i,10145+0.362i,10062+0.37857i,9931+0.37401i,10088+0.37329i,9898.7+0.37952i,9831.5+0.37599i,9897.6+0.38099i,9912.3+0.37786i,9918.2+0.38277i,10031+0.37797i,9830.5+0.38887i,9883.5+0.38781i,9800.8+0.38658i,9793.6+0.38171i,9670.5+0.38206i,9695+0.38995i,9743.6+0.38908i,9626.3+0.39044i,9483.7+0.38549i,9740.5+0.39366i,9738.4+0.40306i,9592.4+0.39707i,9831.5+0.39979i,9585.7+0.39739i,9608.6+0.3995i,9680.8+0.39768i,9660+0.40713i,9602.7+0.41138i,9469.3+0.40807i,9684.3+0.40655i,9669.3+0.40501i,9548.2+0.4093i,9575.8+0.4144i,9603.2+0.41746i,9286.5+0.40954i,9373.6+0.41337i,9485.6+0.41627i,9471.9+0.42782i,9412.9+0.41613i,9392.5+0.42493i,9419.2+0.43405i,9444.1+0.42251i,9377.4+0.42051i,9267.7+0.42614i,9186.2+0.42966i,9226.9+0.41762i,9330.8+0.42735i,9258.2+0.43015i,9306.4+0.43222i,9327.7+0.4345i,9301.2+0.43415i,9277.1+0.4423i,9264+0.44126i,9342.7+0.44263i,9356.2+0.44096i,9255.5+0.43852i,9344.1+0.44486i,9248.6+0.44868i,9278.8+0.44686i,9499.5+0.45099i,9168.4+0.45618i,9022.4+0.44632i,9137.9+0.45733i,9268.5+0.45381i,9216.9+0.44749i,9337.5+0.46045i,9162.9+0.46002i,9200.4+0.46835i,9197.3+0.46992i,9116.1+0.46914i,9079.8+0.47687i,8997.2+0.47244i,9249.7+0.47469i,9081.3+0.46958i,9135.8+0.46709i,9110.9+0.47427i,9114.2+0.48366i,9064+0.47828i,9139.7+0.48514i,8909.4+0.47867i,9210.8+0.47528i,9063.6+0.49252i,9262.3+0.48589i,9098.9+0.49006i,9085.3+0.48708i,9097.9+0.48733i,8985.2+0.49162i,8932.4+0.49877i,9174.1+0.49607i,9063.9+0.50011i,9172.8+0.50512i,9129.1+0.49959i,9085.1+0.50741i,9076+0.49307i,9005.9+0.5074i,9022.3+0.5172i,9042.1+0.50765i,8986.1+0.51892i,8901.4+0.52173i,8950.4+0.51884i,9131.3+0.52214i,9084.1+0.51812i,9131+0.52222i,9142.7+0.52038i,9114.1+0.52934i,8888.3+0.52714i,9027.6+0.53278i,8997.1+0.53314i,8954.6+0.53753i,9093.6+0.54446i,9024.3+0.52375i,9101.1+0.53488i,8932.8+0.54782i,9140+0.55131i,8917.5+0.54503i,8870.7+0.54539i,9049.6+0.53682i,9036.5+0.55029i,8984.3+0.55696i,8921.5+0.55185i,9024.9+0.54568i,8974.9+0.55874i,8968.1+0.57121i,8905+0.55573i,8936.2+0.56111i,8952.5+0.56693i,9015.1+0.5573i,9035.9+0.56869i,8862.4+0.56257i,8876.7+0.57021i,8885.2+0.57588i,8802.4+0.5807i,9052.4+0.57484i,9112.7+0.57805i,8756.2+0.58552i,8918.5+0.57899i,8720.4+0.58119i,8938.3+0.59309i,9029.1+0.59438i,8939.5+0.59338i,8990.8+0.59754i,8995.1+0.60255i,8931.5+0.59866i,9004.9+0.61441i,8783.3+0.60361i,8860.4+0.60849i,9094.1+0.61308i,8932.6+0.61839i,8926.7+0.62899i,8867.6+0.62203i,8802.3+0.6257i,8858.7+0.6283i,8934.6+0.61947i,9057.9+0.63621i,9031.1+0.62635i,8836.9+0.6339i,8896.6+0.62945i,8862.4+0.63804i,9021.3+0.64226i,8840.2+0.63513i,8781.3+0.63836i,8844.1+0.65581i,8780.4+0.66609i,8862.2+0.65057i,8894.6+0.65881i,8749.3+0.67132i,8968.1+0.66149i,8901.1+0.6718i,8978.8+0.66576i,8886.2+0.68393i,8856.2+0.67809i,8870.7+0.67857i,8772.5+0.68707i,8915.1+0.69569i,8763.6+0.68233i,8845.1+0.70076i,8923.4+0.68517i,9022.2+0.68869i,8838+0.70319i,8746.8+0.7067i,8927.4+0.72298i,8830.1+0.70884i,8960.9+0.71515i,8951.2+0.71747i,8996.2+0.72915i,8878.6+0.72298i,8861.5+0.73064i,8935.6+0.73594i,8983.7+0.73211i,9112.1+0.73804i,8828.5+0.72759i,8874.4+0.72555i,8885.7+0.73786i
18873+0.26059i,19021+0.26251i,18908+0.26387i,18754+0.26047i,18688+0.25839i,18464+0.26276i,18460+0.25781i,18418+0.25886i,18404+0.26075i,18199+0.25679i,17964+0.26138i,18126+0.26263i,17791+0.25981i,17803+0.25712i,17776+0.25852i,18101+0.2591i,17811+0.26269i,17811+0.26123i,17609+0.26328i,17901+0.25786i,17581+0.26234i,17844+0.25972i,17660+0.25895i,17745+0.26087i,17646+0.26048i,17405+0.26297i,17554+0.26078i,17567+0.26269i,17602+0.26202i,17195+0.26185i,17366+0.26045i,17177+0.26335i,17335+0.25836i,17371+0.26143i,17277+0.25807i,16956+0.2641i,17131+0.26475i,17172+0.25913i,17087+0.26537i,16933+0.264i,17012+0.26259i,17251+0.25652i,16715+0.25942i,16854+0.26007i,16744+0.26314i,16578+0.25924i,16731+0.2614i,17057+0.26337i,16777+0.26275i,16238+0.25971i,16396+0.25955i,16720+0.26297i,16623+0.25944i,16621+0.26377i,16523+0.26601i,16350+0.26246i,16265+0.26505i,16606+0.26224i,16406+0.26443i,16129+0.26734i,16002+0.26575i,16325+0.2676i,16149+0.26359i,16199+0.26381i,16113+0.26059i,16118+0.2639i,16183+0.26446i,15857+0.26279i,16022+0.2663i,15763+0.26715i,15810+0.26507i,15691+0.25987i,15914+0.26847i,16055+0.26035i,15806+0.26844i,15629+0.26924i,15481+0.2648i,15551+0.26543i,15671+0.26646i,15463+0.26979i,15556+0.27015i,15499+0.26639i,15547+0.26551i,15423+0.26771i,15424+0.26892i,15271+0.27318i,15377+0.2703i,14997+0.27581i,15338+0.26941i,14992+0.26767i,15112+0.26891i,14994+0.27242i,14715+0.26913i,15040+0.26749i,15177+0.27168i,15020+0.26994i,14673+0.27518i,15014+0.26968i,14989+0.27268i,15006+0.27821i,14795+0.27316i,14779+0.27732i,14627+0.27903i,14346+0.27674i,14456+0.27585i,14583+0.2798i,14337+0.27819i,14346+0.27752i,14132+0.27998i,14225+0.28042i,14155+0.27784i,14180+0.28406i,14036+0.27777i,14177+0.27478i,14105+0.27726i,14002+0.28483i,13880+0.28363i,13830+0.2782i,13651+0.28072i,13549+0.27824i,13794+0.28787i,13582+0.28678i,13405+0.28969i,13702+0.2876i,13596+0.28956i,13319+0.28382i,13365+0.2869i,13414+0.28879i,13173+0.28826i,13317+0.29514i,13261+0.29127i,13184+0.28542i,13036+0.29274i,13051+0.29939i,12823+0.29596i,12971+0.28939i,12999+0.29783i,12693+0.29759i,12996+0.29614i,12847+0.30115i,12494+0.298i,12761+0.30525i,12391+0.30019i,12568+0.2995i,12644+0.3028i,12611+0.30117i,12496+0.30331i,12266+0.30557i,12270+0.30668i,12151+0.30611i,12373+0.3033i,12257+0.3095i,12351+0.31565i,11932+0.31596i,11937+0.30918i,11792+0.31034i,11824+0.31338i,11862+0.31473i,11727+0.31651i,11619+0.32192i,11729+0.31576i,11691+0.31765i,11592+0.3241i,11850+0.32107i,11589+0.32318i,11170+0.32409i,11560+0.32473i,11470+0.3247i,11424+0.32389i,11245+0.32415i,11138+0.33103i,11213+0.32949i,11129+0.3329i,11098+0.32816i,11217+0.32992i,10950+0.34115i,10950+0.33679i,10897+0.33741i,11000+0.3331i,10602+0.34383i,10941+0.33532i,10724+0.33866i,10661+0.3335i,10735+0.34078i,10687+0.34156i,10580+0.33679i,10729+0.34265i,10789+0.35318i,10611+0.34665i,10667+0.35101i,10503+0.34291i,10609+0.344i,10698+0.35144i,10565+0.35264i,10376+0.35486i,10436+0.35077i,10437+0.35478i,10283+0.35993i,10320+0.3472i,10141+0.36582i,10390+0.3611i,10385+0.35874i,10112+0.36037i,10278+0.36388i,10090+0.36213i,9940.9+0.36238i,10126+0.36605i,9994.8+0.37218i,10215+0.3679i,10076+0.37148i,10055+0.37735i,10091+0.37827i,10029+0.3802i,9914.2+0.38487i,9770.5+0.38138i,10093+0.37654i,9720.9+0.38637i,9870.7+0.37711i,9817+0.3882i,9811.5+0.38484i,9822.5+0.38817i,9822.4+0.38961i,10030+0.3892i,9812.5+0.39807i,9776.2+0.38683i,9546.3+0.39518i,9626.8+0.38912i,9590+0.39559i,9704.2+0.39528i,9726.4+0.39296i,9648.6+0.39767i,9622.8+0.39224i,9663.5+0.41499i,9453.6+0.40192i,9387.2+0.40622i,9569.1+0.41143i,9645.9+0.40205i,9529.5+0.40625i,9458.8+0.4164i,9428.6+0.40861i,9594.1+0.41449i,9487.4+0.41868i,9569.1+0.4113i,9410.5+0.41584i,9550.7+0.41435i,9387.5+0.42001i,9401.2+0.42001i,9357+0.4185i,9400+0.41845i,9529.2+0.42924i,9389.5+0.42157i,9438.8+0.42588i,9308.4+0.42705i,9448+0.42661i,9416.4+0.43571i,9302.7+0.42578i,9366.5+0.43977i,9413.1+0.42573i,9413.6+0.43058i,9349.2+0.43369i,9166.8+0.43893i,9185.4+0.42956i,9103.9+0.43774i,9329.4+0.45048i,9425+0.44659i,9113+0.44172i,9351.4+0.44646i,9345.4+0.44306i,9175.5+0.45523i,9204.9+0.45659i,9175.2+0.45694i,9190.4+0.45087i,9324+0.45672i,8965.7+0.44884i,9287.3+0.46184i,9153.2+0.45263i,9141.2+0.45875i,9135.4+0.46292i,9107.4+0.46374i,9100.5+0.46341i,9166.1+0.46472i,9018.9+0.46844i,8905.7+0.47672i,9176.3+0.46713i,8962.9+0.48088i,9183.8+0.46956i,8931.4+0.48339i,9210.3+0.4773i,9160.7+0.48738i,9129.4+0.46903i,9113.4+0.4853i,9093+0.4764i,9031.9+0.49104i,9149.3+0.49216i,9230.6+0.48381i,9053.4+0.49942i,8767.6+0.49624i,9105.4+0.49717i,9145.5+0.49496i,8975.4+0.51203i,8956.7+0.49627i,9134.3+0.50384i,9054.5+0.51031i,9090.6+0.51124i,9078.3+0.50912i,8902+0.50837i,8971.2+0.51748i,9050.5+0.50737i,9193.4+0.51946i,9146.2+0.5157i,8952+0.52485i,8986.2+0.52243i,8971.4+0.51649i,9089.4+0.5307i,8971.3+0.52475i,9065.4+0.52903i,8945+0.52092i,8872.8+0.52659i,9005.5+0.52071i,8868.6+0.53688i,9124.2+0.54203i,9022.1+0.54174i,8974.5+0.54575i,8866.5+0.53847i,8907.7+0.5502i,8953+0.55211i,8965.1+0.54845i,8980.1+0.55283i,8881.2+0.55479i,8914.3+0.54951i,9069.7+0.55028i,8985.6+0.55998i,9014+0.56616i,8975.7+0.56437i,8976.7+0.56395i,9136.2+0.56482i,9033.1+0.57071i,8954+0.57883i,8889.2+0.58037i,8922.2+0.56925i,8975.9+0.57487i,8960.8+0.58572i,9036.6+0.56825i,8981.1+0.58642i,9085.1+0.584i,9029+0.58436i,8883.8+0.58701i,8910.4+0.60067i,8762.3+0.59944i,8994.4+0.60884i,9068.9+0.60039i,9004.6+0.60259i,8938+0.6054i,8901.7+0.61045i,8900.5+0.61702i,8946.1+0.61417i,8823.4+0.61659i,8788.2+0.60951i,8843.7+0.61554i,8839.7+0.62463i,8755.5+0.63625i,8854.1+0.6289i,8985.4+0.63583i,8797.2+0.63563i,9008.4+0.63511i,8861.9+0.64492i,8861.5+0.6283i,8963.4+0.66156i,8907+0.65013i,8957+0.66482i,8971.2+0.64701i,8815.4+0.65097i,8803.2+0.66517i,8775.2+0.66519i,8994.5+0.66324i,8934+0.67013i,8887.4+0.67375i,8887.6+0.68186i,9048.4+0.68801i,8884.1+0.68567i,8761+0.67503i,8875.8+0.69785i,8955.2+0.69212i,8720+0.70819i,8884.9+0.69658i,8948.8+0.70249i,8848.2+0.69447i,8979.9+0.70458i,8850.1+0.71641i,8797.5+0.71804i,8797.4+0.70145i,8865+0.72606i,9022.9+0.73702i,8897.1+0.71398i,8701.9+0.73888i,8753.1+0.722i,8851.7+0.72853i,8799+0.73132i,8938.5+0.74273i,8857.4+0.75916i,8795.4+0.75317i
18878+0.25964i,18690+0.26104i,18693+0.25729i,18481+0.25607i,18304+0.25821i,18594+0.25934i,18301+0.2633i,18123+0.26031i,18473+0.26082i,18472+0.26001i,18357+0.26034i,18047+0.26393i,18090+0.26032i,18317+0.25895i,17798+0.25956i,17817+0.26155i,17976+0.25806i,17686+0.26168i,17796+0.25763i,17761+0.26012i,17530+0.26139i,17458+0.26009i,17867+0.2587i,17447+0.26497i,17522+0.2572i,17702+0.25922i,17439+0.26193i,17421+0.25964i,17633+0.25971i,17009+0.25938i,17405+0.26488i,17316+0.25958i,17297+0.26028i,17188+0.25699i,17192+0.26202i,17373+0.25959i,17115+0.26016i,17356+0.25835i,16709+0.26157i,16953+0.26012i,16887+0.26217i,16922+0.26087i,16902+0.26424i,16784+0.26384i,17013+0.25994i,16961+0.2625i,16552+0.26965i,16852+0.26334i,16481+0.26379i,16546+0.26024i,16525+0.25967i,16519+0.26277i,16749+0.26121i,16603+0.2631i,16220+0.265i,16434+0.26093i,16362+0.26557i,16593+0.26663i,16812+0.26637i,16318+0.26245i,16188+0.26378i,16482+0.26261i,16261+0.2624i,15963+0.26049i,16220+0.26755i,16383+0.26574i,16105+0.2654i,16073+0.266i,15864+0.263i,16030+0.26435i,15664+0.26499i,15815+0.26558i,15781+0.26443i,16024+0.26509i,15690+0.26391i,15755+0.26553i,15853+0.26571i,15828+0.2715i,15493+0.26806i,15809+0.26026i,15383+0.26921i,15708+0.26966i,15448+0.26602i,15127+0.26543i,15396+0.2764i,15400+0.268i,15666+0.27105i,15360+0.26705i,15264+0.26787i,15056+0.27349i,15178+0.26748i,14999+0.27421i,14816+0.2724i,14795+0.27117i,14968+0.26854i,14737+0.27246i,14836+0.27379i,14814+0.27245i,14917+0.27354i,14674+0.27177i,14907+0.27235i,14421+0.27623i,14658+0.27273i,14345+0.28144i,14734+0.2798i,14333+0.27676i,14425+0.27722i,14466+0.27692i,14293+0.27861i,14268+0.27864i,14214+0.27875i,14542+0.27707i,14261+0.27768i,14170+0.2742i,14302+0.28086i,13783+0.28156i,13906+0.2845i,13922+0.28172i,13948+0.27999i,13722+0.28336i,13827+0.28392i,13693+0.28485i,13827+0.28758i,13392+0.28392i,13377+0.29233i,13414+0.28459i,13553+0.2861i,13376+0.28844i,13437+0.2876i,13262+0.29222i,13370+0.28893i,13173+0.28767i,13318+0.29719i,12949+0.29652i,13021+0.29459i,13040+0.29571i,12893+0.29307i,12716+0.2964i,12999+0.297i,13013+0.29776i,12653+0.30162i,12669+0.29709i,12476+0.30053i,12668+0.3077i,12348+0.30077i,12352+0.30476i,12396+0.30321i,12385+0.29958i,12075+0.30014i,12140+0.30924i,12104+0.30439i,12335+0.30922i,11999+0.3089i,12107+0.30762i,11892+0.30692i,12042+0.30917i,11736+0.31305i,11680+0.31547i,11722+0.32405i,11701+0.31448i,11699+0.31961i,11470+0.31857i,11769+0.31537i,11550+0.3208i,11502+0.32005i,11524+0.32188i,11542+0.32355i,11499+0.32881i,11302+0.33i,11199+0.32109i,11249+0.32313i,11358+0.3284i,11159+0.33153i,11289+0.3323i,11176+0.33304i,11070+0.33181i,10921+0.32822i,10988+0.33659i,10815+0.33947i,10771+0.33698i,10718+0.34032i,10751+0.33746i,10830+0.33478i,10781+0.33682i,10826+0.34712i,10658+0.34773i,10771+0.34875i,10640+0.34823i,10638+0.34863i,10766+0.34928i,10590+0.35917i,10472+0.35467i,10524+0.34558i,10329+0.35811i,10191+0.34845i,10292+0.35336i,10299+0.35391i,10367+0.3648i,10497+0.35734i,10226+0.36476i,10417+0.36555i,10274+0.36739i,10273+0.362i,10228+0.36145i,10011+0.36569i,10129+0.36686i,10106+0.37019i,10026+0.3694i,10178+0.37033i,10060+0.36474i,10054+0.37093i,9995.5+0.37736i,9726.1+0.3821i,10043+0.37571i,9846.5+0.37516i,10048+0.38045i,9879.7+0.37855i,9628.9+0.38839i,9860+0.3854i,9943.1+0.3879i,9740.1+0.38373i,9752+0.38983i,9771.3+0.38269i,9802.5+0.38673i,9706+0.38433i,9822.1+0.39283i,9698.6+0.38822i,9629.9+0.39707i,9573.9+0.39627i,9666.3+0.39358i,9636.7+0.39032i,9645.7+0.40972i,9631.2+0.40099i,9647.2+0.40789i,9531.4+0.40743i,9575.5+0.40164i,9608.1+0.40925i,9572.1+0.40287i,9603.4+0.40556i,9667.5+0.41068i,9409.4+0.40533i,9548.9+0.40797i,9507.4+0.40328i,9390+0.42137i,9383.6+0.41977i,9623.9+0.41776i,9603.5+0.41286i,9357+0.42808i,9461.3+0.42159i,9324.6+0.42942i,9398.7+0.43028i,9355.7+0.42463i,9302.1+0.43156i,9335.6+0.43055i,9374+0.43311i,9357.1+0.43529i,9313.8+0.42863i,9402.9+0.4285i,9192.8+0.43802i,9323.9+0.44355i,9254.4+0.44573i,9191.4+0.44088i,9251.7+0.4403i,9289.9+0.4477i,9294.5+0.4445i,9400.4+0.45122i,9081.3+0.44616i,9218.7+0.45272i,9354.3+0.45246i,9202.8+0.45658i,9267.4+0.45791i,9330.3+0.45798i,9200+0.45795i,9070.8+0.45765i,9206.4+0.46179i,9189.5+0.46232i,9189.4+0.45879i,9049.9+0.4665i,9198.1+0.47126i,9114+0.46685i,9115.9+0.47962i,9229.5+0.47823i,9174.1+0.47687i,9080.1+0.47293i,8973.9+0.4791i,9107.5+0.481i,9087.9+0.46936i,9135.6+0.4787i,9074.9+0.48327i,9282.6+0.48518i,9203.4+0.49514i,8980+0.48931i,9170.2+0.49359i,9036.9+0.48894i,9093.6+0.49304i,9193+0.48408i,8902.5+0.49357i,9032.4+0.49541i,8932.4+0.49256i,9039.7+0.5074i,9116.5+0.50613i,9201.7+0.5132i,9077.5+0.50063i,9049.6+0.50574i,9140.6+0.507i,8780.2+0.50737i,8956.8+0.5135i,9050+0.51556i,9062.9+0.52107i,8819.3+0.5212i,8951.9+0.52019i,8973.7+0.51991i,9014.3+0.51649i,8903.6+0.52475i,8967.4+0.53197i,9040.8+0.53357i,9066.8+0.53573i,9154.7+0.53875i,8899.5+0.5421i,8950.6+0.53212i,8995.8+0.53903i,8951.2+0.53838i,8965.1+0.53651i,9003.9+0.538i,8913.3+0.55279i,9009.9+0.55637i,8925.8+0.54343i,8795.1+0.55107i,8914+0.56253i,8978.6+0.55344i,8887.4+0.56148i,9046.2+0.55527i,8975.6+0.57236i,8892.4+0.5608i,8882.5+0.56663i,8991.3+0.57314i,8915.1+0.5767i,9131.3+0.56961i,9116.5+0.57557i,8925.5+0.5761i,9046.1+0.58237i,8920.8+0.58148i,8955.5+0.58923i,8982+0.57959i,8935.2+0.59924i,8920.9+0.60268i,8995.5+0.59802i,8912+0.60049i,8840.9+0.59249i,8794.2+0.60273i,8853.8+0.60469i,8893.4+0.61177i,9117.1+0.61409i,8849.6+0.61154i,8899.5+0.61305i,8836.5+0.62227i,8898.7+0.61462i,9025.7+0.60828i,8820.5+0.62666i,8926.7+0.63204i,8850.1+0.62445i,8993.6+0.62718i,8976.3+0.62618i,8950.1+0.63778i,8910.2+0.63288i,8847.2+0.64721i,8890.5+0.64382i,8896.7+0.62031i,9105.2+0.64695i,8816.5+0.64887i,8838.5+0.66176i,8956.3+0.65789i,8973.3+0.66112i,8890.8+0.66578i,8921.3+0.675i,8842.5+0.66955i,8837.4+0.66565i,9030.7+0.6705i,8867.4+0.67991i,8869.3+0.69038i,8759.5+0.67073i,8792.2+0.68323i,8756+0.68664i,8871.3+0.69401i,8753.6+0.69824i,8875.4+0.69577i,8855.2+0.69337i,8848.4+0.70999i,8915.1+0.70983i,8934.8+0.70718i,8906.1+0.70675i,8874.5+0.71711i,8844.8+0.71924i,8705.5+0.72182i,8737.5+0.73693i,8854.3+0.72806i,8887.5+0.72522i,8815.8+0.7324i,8909.6+0.73668i,8884.8+0.74692i,8981.7+0.73736i
