Healthy,,(1.20574492127e-10+0.000350885135357j),(-8.3791788808e-05+9.76152143254e-06j) (8.37919276573e-05+9.76162933581e-06j),(-3.98714800719e-05+5.39571506887e-06j) (3.98715453755e-05+5.39581615749e-06j),(-2.86951506527e-05+3.80170580223e-06j) (2.86951854001e-05+3.80178690651e-06j),(-2.25400663269e-05+2.53648991339e-06j) (2.25400871853e-05+2.53655538823e-06j),(-1.85000554592e-05+1.72271473447e-06j) (1.8500069297e-05+1.72276922844e-06j),(-1.58459237872e-05+1.25522502298e-06j) (1.58459335846e-05+1.255271748e-06j),(-1.3798854366e-05+8.16167301177e-07j) (1.37988614728e-05+8.16208387303e-07j),(-1.2191813682e-05+4.99196280051e-07j) (1.21918186647e-05+4.99233068141e-07j),(-1.08423978982e-05+2.93571027086e-07j) (1.08424011189e-05+2.93604058463e-07j),(-9.85185357214e-06+1.29361862624e-07j) (9.85185568525e-06+1.29391681957e-07j),
Healthy,,(1.40363281085e-10+0.000389401843322j),(-8.3577085199e-05+1.3502303985e-06j) (8.357725194e-05+1.35035903636e-06j),(-3.96520019175e-05+5.18817038721e-06j) (3.96520782061e-05+5.18829290848e-06j),(-2.89813610992e-05+3.64789275663e-06j) (2.89813998911e-05+3.64799014499e-06j),(-2.26910458853e-05+2.57538260516e-06j) (2.26910683015e-05+2.57546040544e-06j),(-1.8693820487e-05+1.80641400698e-06j) (1.86938349799e-05+1.80647825746e-06j),(-1.60047729458e-05+1.42014515003e-06j) (1.60047831868e-05+1.42019996972e-06j),(-1.38995429411e-05+1.00416854468e-06j) (1.3899550507e-05+1.00421684229e-06j),(-1.22510135374e-05+7.10931377674e-07j) (1.22510188854e-05+7.10974987972e-07j),(-1.09173340759e-05+4.80069249521e-07j) (1.09173373398e-05+4.80108933192e-07j),(-9.90623907999e-06+3.13609402814e-07j) (9.90624076652e-06+3.13645685711e-07j),
Healthy,,(1.50443250033e-10+0.000421097770873j),(-9.40904237487e-05+4.33785424463e-06j) (9.40906032231e-05+4.33799217636e-06j),(-4.38245638474e-05+5.28708803801e-06j) (4.38246473225e-05+5.28722008603e-06j),(-3.21765263837e-05+4.20486395049e-06j) (3.21765688233e-05+4.20496993932e-06j),(-2.51159154719e-05+2.95410213927e-06j) (2.51159396926e-05+2.95418720512e-06j),(-2.06451952321e-05+2.09779593151e-06j) (2.06452104232e-05+2.09786642572e-06j),(-1.7692009298e-05+1.6503543466e-06j) (1.76920194123e-05+1.65041456268e-06j),(-1.53707613582e-05+1.1816975702e-06j) (1.53707681397e-05+1.18175037335e-06j),(-1.35463522862e-05+8.78186395901e-07j) (1.35463565147e-05+8.78233557044e-07j),(-1.20836021568e-05+6.46834315321e-07j) (1.20836043088e-05+6.46876682988e-07j),(-1.09510648132e-05+4.63264703633e-07j) (1.09510656581e-05+4.63303047138e-07j),
Healthy,,(1.472080355e-10+0.00046421755416j),(-0.000119065658346+1.68807273348e-05j) (0.00011906582485+1.68808653034e-05j),(-5.45270648435e-05+4.58350277932e-06j) (5.45271387789e-05+4.58363138102e-06j),(-3.88963453165e-05+4.42245792096e-06j) (3.88963795747e-05+4.42256080633e-06j),(-3.02166426269e-05+2.91396585975e-06j) (3.02166594306e-05+2.91404807368e-06j),(-2.46992698292e-05+2.04867284448e-06j) (2.46992780525e-05+2.04874070137e-06j),(-2.1018820178e-05+1.55546798922e-06j) (2.10188236702e-05+1.55552573034e-06j),(-1.82310225858e-05+1.08445261057e-06j) (1.82310230694e-05+1.08450316124e-06j),(-1.60595577692e-05+7.50911223815e-07j) (1.60595558695e-05+7.50956456287e-07j),(-1.43032296526e-05+4.91871918184e-07j) (1.43032256702e-05+4.91912699522e-07j),(-1.29563068319e-05+3.01663531916e-07j) (1.29563012882e-05+3.0170054813e-07j),
Healthy,,(1.98797513808e-10+0.000565044390356j),(-0.00014184706104+5.64656421043e-06j) (0.000141847291556+5.64675761002e-06j),(-6.46895020872e-05+3.40444619934e-06j) (6.46895979612e-05+3.40462506053e-06j),(-4.55663182066e-05+4.13527138801e-06j) (4.55663604633e-05+4.13540949355e-06j),(-3.50151216632e-05+2.61037076995e-06j) (3.50151425755e-05+2.61047895505e-06j),(-2.85871650067e-05+1.79396420149e-06j) (2.85871758379e-05+1.79405249656e-06j),(-2.43598484893e-05+1.33467356585e-06j) (2.43598539494e-05+1.33474805333e-06j),(-2.11501579977e-05+8.81314250214e-07j) (2.11501601948e-05+8.81378944866e-07j),(-1.86203846585e-05+5.80599540028e-07j) (1.86203844253e-05+5.80657027677e-07j),(-1.6626282891e-05+3.29136949482e-07j) (1.66262806166e-05+3.29188576366e-07j),(-1.50438670085e-05+1.63897817583e-07j) (1.50438633388e-05+1.63944646202e-07j),
Healthy,,(1.20123623159e-10+0.000364831130516j),(-0.000114820578122+9.74275100683e-06j) (0.00011482070052+9.7428645306e-06j),(-4.75765937877e-05+4.4670345218e-06j) (4.75766437967e-05+4.46712698961e-06j),(-3.44928886427e-05+3.90832048561e-06j) (3.44929152291e-05+3.90839033723e-06j),(-2.66578115225e-05+2.53311087888e-06j) (2.66578285953e-05+2.53316597015e-06j),(-2.17764911524e-05+1.82328472263e-06j) (2.17765034923e-05+1.82333024616e-06j),(-1.86543089278e-05+1.39066313497e-06j) (1.86543186438e-05+1.39070205391e-06j),(-1.61811862659e-05+1.01265734276e-06j) (1.61811942911e-05+1.01269165058e-06j),(-1.42346219709e-05+7.2552534157e-07j) (1.4234628638e-05+7.25556291765e-07j),(-1.26951881651e-05+5.14530287626e-07j) (1.26951936183e-05+5.14558457985e-07j),(-1.14990941374e-05+3.53991615445e-07j) (1.14990987497e-05+3.54017484408e-07j),
Healthy,,(1.64995678522e-10+0.000474912826475j),(-0.000131380562405+1.03038074533e-05j) (0.000131380746394+1.03039655164e-05j),(-5.89480734216e-05+4.01682547103e-06j) (5.89481500365e-05+4.01696580524e-06j),(-4.16554204815e-05+4.41853896775e-06j) (4.16554570995e-05+4.41864555863e-06j),(-3.20775989032e-05+2.70962190401e-06j) (3.20776203173e-05+2.70970507191e-06j),(-2.6107671357e-05+1.9537429591e-06j) (2.61076856515e-05+1.95381105335e-06j),(-2.22588082269e-05+1.46983550662e-06j) (2.22588187242e-05+1.46989332875e-06j),(-1.92710299025e-05+1.00780282598e-06j) (1.92710379874e-05+1.00785355051e-06j),(-1.69650869516e-05+7.02624275843e-07j) (1.69650930277e-05+7.02669800622e-07j),(-1.51066657259e-05+4.43525418641e-07j) (1.51066700281e-05+4.43566579421e-07j),(-1.36696400731e-05+2.70415336792e-07j) (1.36696431562e-05+2.70452814194e-07j),
Healthy,,(1.4158827226e-10+0.000400913976684j),(-8.65398713934e-05+3.79399213917e-06j) (8.65400381401e-05+3.79412616406e-06j),(-4.38043747837e-05+6.74983894191e-06j) (4.38044456117e-05+6.74996729832e-06j),(-3.14903496233e-05+4.27475881961e-06j) (3.14903810587e-05+4.27485954436e-06j),(-2.45926144007e-05+2.8410594016e-06j) (2.45926291499e-05+2.84113911691e-06j),(-2.01829764568e-05+1.98780355884e-06j) (2.01829831777e-05+1.98786881765e-06j),(-1.72775994007e-05+1.54292122284e-06j) (1.72776017952e-05+1.54297637692e-06j),(-1.50067149589e-05+1.08800167566e-06j) (1.50067146051e-05+1.08804967742e-06j),(-1.32391150056e-05+8.03077456373e-07j) (1.32391124234e-05+8.03120103686e-07j),(-1.17899029465e-05+5.79239000499e-07j) (1.17898984221e-05+5.79277055595e-07j),(-1.06893052063e-05+3.98249429214e-07j) (1.06892993533e-05+3.98283490785e-07j),
Cancer,,(1.29321900445e-10+0.000396038936238j),(-0.000107628187847+1.60423905133e-05j) (0.000107628331619+1.60425101033e-05j),(-5.05487161046e-05+4.6993940552e-06j) (5.05487791307e-05+4.69950308127e-06j),(-3.5858912461e-05+4.20390209845e-06j) (3.58589428448e-05+4.20398685157e-06j),(-2.76767247191e-05+2.67372815675e-06j) (2.76767420337e-05+2.67379471722e-06j),(-2.26976866909e-05+1.84282705472e-06j) (2.2697697868e-05+1.8428816314e-06j),(-1.93943937808e-05+1.36727867918e-06j) (1.93944016936e-05+1.36732496374e-06j),(-1.68492542597e-05+9.29928013686e-07j) (1.6849260204e-05+9.29968521743e-07j),(-1.48376981732e-05+6.23829724372e-07j) (1.48377025829e-05+6.23866083815e-07j),(-1.32300497572e-05+4.08591554791e-07j) (1.3230052806e-05+4.0862452451e-07j),(-1.19775464949e-05+2.54635477693e-07j) (1.19775486033e-05+2.54665705242e-07j),
Cancer,,(1.2225228839e-10+0.000395357935194j),(-0.00011168074545+2.47678555723e-05j) (0.000111680878516+2.4767970555e-05j),(-5.61135338716e-05+5.44938230783e-06j) (5.61135889419e-05+5.44948832296e-06j),(-3.8556014355e-05+4.43268409483e-06j) (3.85560372247e-05+4.43276621029e-06j),(-2.9814217214e-05+2.92804838449e-06j) (2.98142273683e-05+2.92811263346e-06j),(-2.43532506405e-05+2.0638350151e-06j) (2.43532548624e-05+2.06388752804e-06j),(-2.07223558531e-05+1.57161086679e-06j) (2.07223567957e-05+1.57165533054e-06j),(-1.79588725968e-05+1.13123814548e-06j) (1.7958871364e-05+1.13127687961e-06j),(-1.57934191428e-05+7.995079767e-07j) (1.57934161675e-05+7.99542402092e-07j),(-1.40977290701e-05+5.41257325032e-07j) (1.40977245695e-05+5.41288082588e-07j),(-1.2743359159e-05+3.40621831614e-07j) (1.2743353568e-05+3.40649445157e-07j),
