1,,(1.67080827602e-10+0.000517826654295j),(-0.000140946796993+2.05146821772e-05j) (0.000140946985018+2.05148404942e-05j),(-6.48071073585e-05+4.56051708222e-06j) (6.48071888114e-05+4.56066099207e-06j),(-4.49565912464e-05+5.05378690927e-06j) (4.49566298944e-05+5.05389868496e-06j),(-3.46797251846e-05+3.28396699698e-06j) (3.46797465706e-05+3.28405504017e-06j),(-2.82410636787e-05+2.31451871511e-06j) (2.82410767867e-05+2.31459101411e-06j),(-2.39742380871e-05+1.71216736764e-06j) (2.39742466575e-05+1.71222871152e-06j),(-2.07899679026e-05+1.22793985484e-06j) (2.07899736641e-05+1.22799339025e-06j),(-1.82807359038e-05+8.42116343664e-07j) (1.828073959e-05+8.42164109652e-07j),(-1.62729469031e-05+5.96293346585e-07j) (1.627294891e-05+5.96336442121e-07j),(-1.47407181437e-05+4.09573644617e-07j) (1.47407189905e-05+4.09613020352e-07j),
1,,(1.54184942004e-10+0.000480547237884j),(-0.000132342838395+2.22279507799e-05j) (0.00013234301194+2.22280947305e-05j),(-6.15902341604e-05+4.45853025836e-06j) (6.15903114671e-05+4.45866233585e-06j),(-4.28082017433e-05+4.62371474613e-06j) (4.280823905e-05+4.62381851094e-06j),(-3.31451628202e-05+3.00705237945e-06j) (3.3145183574e-05+3.0071345198e-06j),(-2.69488888804e-05+2.06315864392e-06j) (2.6948901614e-05+2.06322630441e-06j),(-2.29481096999e-05+1.47559473921e-06j) (2.29481179404e-05+1.47565223993e-06j),(-1.98853788939e-05+1.01909646421e-06j) (1.98853843508e-05+1.01914667133e-06j),(-1.74664978083e-05+6.44036897929e-07j) (1.74665011433e-05+6.44081722299e-07j),(-1.55588622712e-05+3.98510729844e-07j) (1.55588638191e-05+3.98551048554e-07j),(-1.40633365639e-05+2.18161245944e-07j) (1.40633369716e-05+2.18197817939e-07j),
1,,(1.46582277336e-10+0.00045749479519j),(-0.000125902899577+2.29309689894e-05j) (0.000125903063836+2.29311052409e-05j),(-5.8870463586e-05+4.13257588457e-06j) (5.88705368035e-05+4.13270107845e-06j),(-4.09807486023e-05+4.44666804246e-06j) (4.09807836152e-05+4.44676628274e-06j),(-3.17281943096e-05+2.86389700533e-06j) (3.17282136561e-05+2.86397443097e-06j),(-2.58612518804e-05+1.89121596805e-06j) (2.58612638338e-05+1.89127949876e-06j),(-2.2050787314e-05+1.35313277897e-06j) (2.20507952009e-05+1.35318668797e-06j),(-1.91361334018e-05+9.20459498724e-07j) (1.91361386749e-05+9.2050654881e-07j),(-1.68378200445e-05+5.61710617548e-07j) (1.68378232961e-05+5.61752473589e-07j),(-1.5016819008e-05+3.13850482352e-07j) (1.50168206547e-05+3.13887936628e-07j),(-1.36136384255e-05+1.4092017176e-07j) (1.36136391576e-05+1.40953977644e-07j),
1,,(1.36908313883e-10+0.000427873862493j),(-0.00012113671517+2.36411731919e-05j) (0.000121136867416+2.36412988781e-05j),(-5.67157347738e-05+4.84805027159e-06j) (5.67158037496e-05+4.84816465279e-06j),(-3.9409415602e-05+4.70653335893e-06j) (3.94094502301e-05+4.70662311873e-06j),(-3.04838583424e-05+3.11760733754e-06j) (3.0483878798e-05+3.11767838521e-06j),(-2.48698321606e-05+2.18888828113e-06j) (2.48698458658e-05+2.18894680334e-06j),(-2.118036404e-05+1.67418420791e-06j) (2.11803741173e-05+1.67423409712e-06j),(-1.83634845348e-05+1.2114252064e-06j) (1.83634923334e-05+1.21146909056e-06j),(-1.61468116701e-05+8.74036949068e-07j) (1.61468176312e-05+8.74076493807e-07j),(-1.43998273072e-05+6.2682426853e-07j) (1.43998316195e-05+6.26860199291e-07j),(-1.3021479457e-05+4.514119353e-07j) (1.302148259e-05+4.51444854882e-07j),
1,,(1.29470744243e-10+0.000416489175594j),(-0.000121726532353+2.3666623121e-05j) (0.000121726670814+2.36667453364e-05j),(-5.66995091531e-05+4.91538515561e-06j) (5.66995670584e-05+4.91549413355e-06j),(-3.93391374142e-05+4.6073011942e-06j) (3.93391634062e-05+4.60738568525e-06j),(-3.04944972186e-05+2.97069206243e-06j) (3.04945102311e-05+2.97075862404e-06j),(-2.48788229741e-05+2.06089072626e-06j) (2.48788297115e-05+2.06094536504e-06j),(-2.11804541384e-05+1.52624388339e-06j) (2.11804574114e-05+1.52629023894e-06j),(-1.83426299858e-05+1.04090375979e-06j) (1.83426310242e-05+1.04094423669e-06j),(-1.61078037742e-05+7.0489711742e-07j) (1.61078030234e-05+7.04933206409e-07j),(-1.4353028236e-05+4.42453767613e-07j) (1.43530259532e-05+4.42486126575e-07j),(-1.29959399938e-05+2.5439554066e-07j) (1.29959367103e-05+2.54424777068e-07j),
1,,(1.29108128891e-10+0.00039824995329j),(-0.000116317330369+2.21398068813e-05j) (0.000116317471093+2.21399260033e-05j),(-5.44211832589e-05+4.82202666293e-06j) (5.4421245399e-05+4.82213309631e-06j),(-3.76563191332e-05+4.62105216837e-06j) (3.7656350273e-05+4.62113485754e-06j),(-2.92079849183e-05+3.01773479636e-06j) (2.92080034984e-05+3.01780024019e-06j),(-2.38568998606e-05+2.1256303731e-06j) (2.38569123605e-05+2.12568451305e-06j),(-2.02900155566e-05+1.63087019379e-06j) (2.02900245963e-05+1.63091660077e-06j),(-1.76103601244e-05+1.14034836841e-06j) (1.76103667972e-05+1.14038934829e-06j),(-1.54670316991e-05+7.65057472841e-07j) (1.54670363581e-05+7.65094398758e-07j),(-1.37893211388e-05+5.55052154708e-07j) (1.37893239915e-05+5.55085542037e-07j),(-1.24664701605e-05+3.74341426466e-07j) (1.24664717548e-05+3.74371722296e-07j),
1,,(1.20037189668e-10+0.000382931748223j),(-0.000112540631091+2.17695048743e-05j) (0.000112540757536+2.17696188643e-05j),(-5.27664095654e-05+4.98194562004e-06j) (5.27664606426e-05+4.98204694542e-06j),(-3.66760238044e-05+4.46969292828e-06j) (3.66760452334e-05+4.4697710644e-06j),(-2.85080399802e-05+2.88189546199e-06j) (2.8508049501e-05+2.88195659865e-06j),(-2.32794169288e-05+1.98331300706e-06j) (2.32794208657e-05+1.98336286972e-06j),(-1.98292293557e-05+1.49478204149e-06j) (1.98292303039e-05+1.49482410461e-06j),(-1.71784127529e-05+1.04559635622e-06j) (1.71784118725e-05+1.04563290439e-06j),(-1.51236078162e-05+7.15559696109e-07j) (1.51236055232e-05+7.15592212226e-07j),(-1.35013567712e-05+5.12862228074e-07j) (1.3501353268e-05+5.12891425805e-07j),(-1.22380643899e-05+3.30846157082e-07j) (1.22380600364e-05+3.30872692878e-07j),
1,,(1.18246289745e-10+0.000375058010677j),(-0.000110118632301+2.15382444974e-05j) (0.000110118757431+2.15383559634e-05j),(-5.19242878194e-05+5.05365313467e-06j) (5.19243392965e-05+5.05375243602e-06j),(-3.61147202526e-05+4.39467139988e-06j) (3.61147427128e-05+4.39474827422e-06j),(-2.80680596019e-05+2.85069569094e-06j) (2.80680702192e-05+2.85075614828e-06j),(-2.29119129432e-05+2.01418940624e-06j) (2.29119178814e-05+2.01423889129e-06j),(-1.9508368973e-05+1.51149831016e-06j) (1.95083708399e-05+1.51154017929e-06j),(-1.68879896254e-05+1.05696241521e-06j) (1.68879895101e-05+1.05699890739e-06j),(-1.48354276559e-05+7.10304815788e-07j) (1.48354259374e-05+7.10337262912e-07j),(-1.32162063722e-05+4.99808501945e-07j) (1.3216203315e-05+4.99837474486e-07j),(-1.19319806499e-05+2.52908819036e-07j) (1.19319767517e-05+2.52934870064e-07j),
1,,(1.1377588635e-10+0.000363187654372j),(-0.000108204029397+2.20050646847e-05j) (0.000108204148525+2.20051714615e-05j),(-5.10993865341e-05+5.20921204964e-06j) (5.10994353012e-05+5.20930619482e-06j),(-3.55295302224e-05+4.45443016372e-06j) (3.55295516922e-05+4.45450239266e-06j),(-2.76268548057e-05+2.89780875475e-06j) (2.76268654659e-05+2.89786505033e-06j),(-2.25513428604e-05+2.00603892614e-06j) (2.25513485744e-05+2.00608476078e-06j),(-1.9201324848e-05+1.50593416456e-06j) (1.92013279089e-05+1.50597286394e-06j),(-1.66452961851e-05+1.06167558869e-06j) (1.66452975389e-05+1.0617092415e-06j),(-1.46706542951e-05+7.1616344205e-07j) (1.46706542817e-05+7.16193313473e-07j),(-1.30673359676e-05+4.82764143685e-07j) (1.30673348138e-05+4.8279074847e-07j),(-1.18259769748e-05+3.17089794783e-07j) (1.18259752186e-05+3.17113658704e-07j),
1,,(1.11901357394e-10+0.000357450454564j),(-0.000106935602418+2.22277074361e-05j) (0.000106935719397+2.22278124616e-05j),(-5.04251748998e-05+5.37859176377e-06j) (5.04252230658e-05+5.37868483629e-06j),(-3.50958331859e-05+4.55567981614e-06j) (3.50958543786e-05+4.55575207657e-06j),(-2.72851209652e-05+3.03092022288e-06j) (2.72851310888e-05+3.03097734541e-06j),(-2.22596000301e-05+2.12680110527e-06j) (2.22596047372e-05+2.12684824412e-06j),(-1.89690100693e-05+1.61450188388e-06j) (1.89690116168e-05+1.61454210266e-06j),(-1.64368804464e-05+1.16029794251e-06j) (1.64368798255e-05+1.16033316302e-06j),(-1.44856777579e-05+8.44653676473e-07j) (1.44856753697e-05+8.44685047907e-07j),(-1.28685519395e-05+5.90606475475e-07j) (1.28685480673e-05+5.90634451759e-07j),(-1.16687933932e-05+4.41221176887e-07j) (1.16687886245e-05+4.4124620731e-07j),
