19092+0.2582i,19092+0.2582i,19092+0.2582i,19092+0.2582i,19092+0.2582i,19092+0.2582i,19092+0.2582i,19092+0.2582i,19092+0.2582i,19092+0.2582i,19092+0.2582i,19092+0.2582i,19092+0.2582i,19092+0.2582i,19092+0.2582i,19092+0.2582i,19092+0.2582i,19092+0.2582i,19092+0.2582i,19092+0.2582i,19092+0.2582i,19092+0.2582i,19092+0.2582i,19092+0.2582i,19092+0.2582i,19092+0.2582i,19092+0.2582i,19092+0.2582i,19092+0.2582i,19092+0.2582i,19092+0.2582i,17012+0.26256i,17012+0.26256i,17012+0.26256i,17012+0.26256i,17012+0.26256i,17012+0.26256i,17012+0.26256i,17012+0.26256i,17012+0.26256i,17012+0.26256i,17012+0.26256i,17012+0.26256i,17012+0.26256i,17012+0.26256i,17012+0.26256i,17012+0.26256i,17012+0.26256i,17012+0.26256i,17012+0.26256i,17012+0.26256i,17012+0.26256i,17012+0.26256i,17012+0.26256i,17012+0.26256i,17012+0.26256i,17012+0.26256i,17012+0.26256i,17012+0.26256i,17012+0.26256i,17012+0.26256i,15848+0.26527i,15848+0.26527i,15848+0.26527i,15848+0.26527i,15848+0.26527i,15848+0.26527i,15848+0.26527i,15848+0.26527i,15848+0.26527i,15848+0.26527i,15848+0.26527i,15848+0.26527i,15848+0.26527i,15848+0.26527i,15848+0.26527i,15848+0.26527i,15848+0.26527i,15209+0.26878i,15209+0.26878i,15209+0.26878i,15209+0.26878i,15209+0.26878i,15209+0.26878i,15209+0.26878i,15209+0.26878i,15209+0.26878i,15209+0.26878i,15209+0.26878i,15209+0.26878i,15209+0.26878i,15123+0.27199i,15123+0.27199i,15123+0.27199i,15123+0.27199i,15123+0.27199i,15123+0.27199i,15123+0.27199i,15123+0.27199i,15123+0.27199i,15123+0.27199i,14483+0.27583i,14483+0.27583i,14483+0.27583i,14483+0.27583i,14483+0.27583i,14483+0.27583i,14483+0.27583i,14196+0.27939i,14196+0.27939i,14196+0.27939i,14196+0.27939i,14196+0.27939i,14196+0.27939i,14196+0.27939i,13892+0.2828i,13892+0.2828i,13892+0.2828i,13892+0.2828i,13892+0.2828i,13892+0.2828i,13761+0.2864i,13761+0.2864i,13761+0.2864i,13761+0.2864i,13761+0.2864i,13338+0.28904i,13338+0.28904i,13338+0.28904i,13338+0.28904i,13338+0.28904i,12930+0.29384i,12930+0.29384i,12930+0.29384i,12930+0.29384i,12963+0.29592i,12963+0.29592i,12963+0.29592i,12963+0.29592i,12678+0.29888i,12678+0.29888i,12678+0.29888i,12577+0.30026i,12577+0.30026i,12577+0.30026i,12440+0.30423i,12440+0.30423i,12440+0.30423i,12170+0.30721i,12170+0.30721i,12170+0.30721i,12119+0.30731i,12119+0.30731i,12119+0.30731i,12012+0.31261i,12012+0.31261i,11998+0.31309i,11998+0.31309i,11753+0.31641i,11753+0.31641i,11753+0.31641i,11571+0.31896i,11571+0.31896i,11508+0.32068i,11508+0.32068i,11415+0.32253i,11415+0.32253i,11334+0.32116i,11334+0.32116i,11328+0.32572i,11260+0.32412i,11260+0.32412i,11255+0.33098i,11255+0.33098i,11167+0.33004i,11078+0.33247i,11078+0.33247i,11005+0.33515i,11009+0.33871i,11009+0.33871i,10922+0.33927i,10922+0.33934i,10765+0.34312i,10765+0.34312i,10760+0.34407i,10704+0.34559i,10686+0.34894i,10588+0.34319i,10588+0.34319i,10608+0.35199i,10560+0.34933i,10552+0.35138i,10399+0.35287i,10435+0.34573i,10405+0.35237i,10510+0.35769i,10301+0.35754i,10441+0.35332i,10384+0.36714i,10398+0.35777i,10241+0.36522i,10257+0.36192i,10239+0.36134i,10246+0.361i,10138+0.36472i,10101+0.36438i,10180+0.37485i,10121+0.36974i,10109+0.36972i,10028+0.38017i,10077+0.37253i,9931.2+0.37061i,9980.3+0.37841i,9865.1+0.3787i,9970.1+0.37588i,9984.9+0.39015i,9939.6+0.37022i,9863.3+0.38283i,9867.5+0.38248i,9827.2+0.37769i,9850.8+0.39111i,9762.7+0.38914i,9874.9+0.38438i,9799.9+0.39392i,9777.5+0.37862i,9626+0.38107i,9534.8+0.39523i,9685.5+0.39131i,9656.4+0.38973i,9612.1+0.3926i,9793.5+0.39715i,9655+0.40525i,9530.7+0.42158i,9490.1+0.40561i,9563.2+0.40474i,9596.3+0.39917i,9531.6+0.40878i,9545.7+0.41217i,9566.2+0.40745i,9511.2+0.40079i,9368.8+0.42303i,9653.2+0.41683i,9490.9+0.44239i,9423.3+0.45085i,9549.9+0.39382i,9436.1+0.42664i,9507.5+0.37618i,9411+0.41937i,9555.3+0.40455i,9477.2+0.43296i,9316+0.42086i,9453.3+0.40994i,9489.2+0.43213i,9573.7+0.44712i,9627.4+0.4365i,9257.3+0.43726i,9310.4+0.39505i,9276.6+0.38743i,9149.3+0.38085i,9198.7+0.4311i,9455.2+0.45842i,9165.4+0.48264i,9242.4+0.40689i,9230.8+0.36882i,9225.8+0.40419i,9167.6+0.44502i,9342.6+0.44888i,9302+0.4632i,9255.9+0.42849i,8967.2+0.48369i,9203.3+0.45421i,9343.1+0.48155i,9050.6+0.53235i,9214.2+0.44019i,8979.4+0.49088i,9769.3+0.46923i,8970.7+0.4915i,9192.2+0.46585i,9110.1+0.50099i,9327.1+0.5328i,9096.6+0.56716i,9033.3+0.61658i,9089.9+0.50562i,9114.2+0.45i,9226+0.55573i,9246.3+0.448i,9153+0.40366i,9029.7+0.45617i,8729.7+0.43939i,8851.6+0.63021i,9150.3+0.31116i,9146.5+0.50511i,9172.2+0.37218i,8909.3+0.2747i,8674.7+0.66389i,8799.8+0.71075i,8787.6+0.50625i,8080.4+0.71432i,8544.5+0.35858i,9031.2+0.50916i,9464.4+0.60431i,8655.6+0.70134i,9068.4+0.49516i,9174.2+0.4361i,8937.3+0.6697i,9538.5+0.97179i,8951.8+0.86997i,9142.5+0.73942i,8882.2+0.61873i,9678.9+0.5583i,9228.3+0.21931i,8794.2+0.46765i,8801.2+0.74666i,9454.2+0.91203i,9151.5+0.63256i,8878.5-0.12583i,9214.3+0.34654i,8686.5+0.65504i,9152.4+0.46034i,9191.5+0.61845i,9234.6+0.53866i,8937.3+0.974i,8878+1.589i,8114.3+1.1607i,7466.7+0.57675i,9553.9+0.99531i,9046.5-0.065542i,8655.3+0.4499i,8840.1+1.0028i,9756.9-0.15194i,8156.3+0.94337i,8799+0.51538i,9004.7+0.59757i,8948.2+0.4541i,10319-0.21072i,8344.8-0.45902i,10208+0.30663i,8320.2+0.95241i,7781.5-0.9016i,9403.6+0.68809i,9095.9+0.10453i,9217.4+2.2261i,9161.7+1.0237i,9227.2+1.3592i,9337.2+2.0621i,8182.8+0.3898i,9401.7-2.0481i,8171.8-0.57821i,10010-1.2243i,7739.6+1.4306i,9362.5+3.8046i,8557.8+2.2864i,8033.6-0.27459i,10335+1.0188i,9246-2.7709i,9218.6+1.5107i,8351.4+3.7447i,8464.2+3.513i,8573.4+1.991i,7691.3+2.699i,7541.6+0.50215i,9347+4.1216i,11362-2.5636i,8458+1.3052i,7472.5+5.4957i,7991.3+2.3609i,8450.5+1.5103i,10660-3.4896i,7518+3.3719i,8995.6-0.86726i,11263+0.041013i,10671-2.5493i,10574+14.188i,7635.4-5.9925i,9022+1.5252i,8249.5+4.0235i,7877.5+2.0156i,7457.2+7.1556i,9589.1-11.807i,13966+4.8789i,7880.4-3.03i,8232.7+2.8406i,7181.4+2.5538i,10030-26.917i,11081-16.551i,9719+1.0125i,8016.4-5.5106i,9783.2-2.7643i,6376.5-2.6366i,8706.6-7.23i,8352.9+3.3402i,8503.5-9.5467i,8110.5-0.87031i,5179.9-6.6989i,8058.9+11.25i,7088.9+3.0411i,7628-8.4078i,8261.9+0.87085i,6243.2-18.232i,9663.2-6.0301i,10573-19.048i
19439+0.26053i,19439+0.26053i,19439+0.26053i,19439+0.26053i,19439+0.26053i,19439+0.26053i,19439+0.26053i,19439+0.26053i,19439+0.26053i,19439+0.26053i,19439+0.26053i,19439+0.26053i,19439+0.26053i,19439+0.26053i,19439+0.26053i,19439+0.26053i,19439+0.26053i,19439+0.26053i,19439+0.26053i,19439+0.26053i,19439+0.26053i,19439+0.26053i,19439+0.26053i,19439+0.26053i,19439+0.26053i,19439+0.26053i,19439+0.26053i,19439+0.26053i,19439+0.26053i,19439+0.26053i,19439+0.26053i,17108+0.26169i,17108+0.26169i,17108+0.26169i,17108+0.26169i,17108+0.26169i,17108+0.26169i,17108+0.26169i,17108+0.26169i,17108+0.26169i,17108+0.26169i,17108+0.26169i,17108+0.26169i,17108+0.26169i,17108+0.26169i,17108+0.26169i,17108+0.26169i,17108+0.26169i,17108+0.26169i,17108+0.26169i,17108+0.26169i,17108+0.26169i,17108+0.26169i,17108+0.26169i,17108+0.26169i,17108+0.26169i,17108+0.26169i,17108+0.26169i,17108+0.26169i,17108+0.26169i,17108+0.26169i,16113+0.26545i,16113+0.26545i,16113+0.26545i,16113+0.26545i,16113+0.26545i,16113+0.26545i,16113+0.26545i,16113+0.26545i,16113+0.26545i,16113+0.26545i,16113+0.26545i,16113+0.26545i,16113+0.26545i,16113+0.26545i,16113+0.26545i,16113+0.26545i,16113+0.26545i,15367+0.26874i,15367+0.26874i,15367+0.26874i,15367+0.26874i,15367+0.26874i,15367+0.26874i,15367+0.26874i,15367+0.26874i,15367+0.26874i,15367+0.26874i,15367+0.26874i,15367+0.26874i,15367+0.26874i,15129+0.27279i,15129+0.27279i,15129+0.27279i,15129+0.27279i,15129+0.27279i,15129+0.27279i,15129+0.27279i,15129+0.27279i,15129+0.27279i,15129+0.27279i,14519+0.27571i,14519+0.27571i,14519+0.27571i,14519+0.27571i,14519+0.27571i,14519+0.27571i,14519+0.27571i,14172+0.28043i,14172+0.28043i,14172+0.28043i,14172+0.28043i,14172+0.28043i,14172+0.28043i,14172+0.28043i,13685+0.28236i,13685+0.28236i,13685+0.28236i,13685+0.28236i,13685+0.28236i,13685+0.28236i,13478+0.28598i,13478+0.28598i,13478+0.28598i,13478+0.28598i,13478+0.28598i,13216+0.29081i,13216+0.29081i,13216+0.29081i,13216+0.29081i,13216+0.29081i,13171+0.29235i,13171+0.29235i,13171+0.29235i,13171+0.29235i,12844+0.29535i,12844+0.29535i,12844+0.29535i,12844+0.29535i,12758+0.29898i,12758+0.29898i,12758+0.29898i,12412+0.30265i,12412+0.30265i,12412+0.30265i,12308+0.30462i,12308+0.30462i,12308+0.30462i,12073+0.30686i,12073+0.30686i,12073+0.30686i,12127+0.30944i,12127+0.30944i,12127+0.30944i,11933+0.31346i,11933+0.31346i,11899+0.3143i,11899+0.3143i,11680+0.31701i,11680+0.31701i,11680+0.31701i,11711+0.3178i,11711+0.3178i,11560+0.32247i,11560+0.32247i,11371+0.32244i,11371+0.32244i,11341+0.32184i,11341+0.32184i,11321+0.32612i,11215+0.32701i,11215+0.32701i,11161+0.33058i,11161+0.33058i,11106+0.33072i,10982+0.33341i,10982+0.33341i,11042+0.33229i,10931+0.33725i,10931+0.33725i,10898+0.33631i,10930+0.33854i,10816+0.34131i,10816+0.34131i,10814+0.34653i,10748+0.34604i,10578+0.34306i,10577+0.3448i,10577+0.3448i,10631+0.34595i,10527+0.34655i,10524+0.34978i,10473+0.35439i,10512+0.3541i,10416+0.35752i,10411+0.35388i,10307+0.35945i,10245+0.36001i,10402+0.35221i,10247+0.35865i,10375+0.35882i,10225+0.36268i,10147+0.36415i,10119+0.36244i,10073+0.37024i,10249+0.36291i,10195+0.37202i,10033+0.36817i,10024+0.37018i,10078+0.37094i,10031+0.36656i,9981.2+0.37559i,9984.5+0.37572i,9900.2+0.3792i,10045+0.36885i,9894.9+0.38238i,9801.7+0.3811i,9955.5+0.38841i,9843.4+0.36936i,9900+0.38072i,9773+0.37443i,9730.2+0.3728i,9676+0.39373i,9835.4+0.38364i,9698.5+0.38861i,9699.2+0.39174i,9847.9+0.37499i,9788.8+0.39453i,9527.6+0.38319i,9570.1+0.40421i,9729.8+0.37463i,9556.3+0.41553i,9466.1+0.39381i,9609.7+0.41775i,9634.2+0.40721i,9640.8+0.40952i,9481.7+0.39821i,9641.7+0.39554i,9421.8+0.39021i,9448.6+0.42692i,9472.9+0.41449i,9409.9+0.40621i,9423.2+0.4117i,9559.2+0.43949i,9229.3+0.38401i,9431.1+0.38774i,9464.2+0.41932i,9354.1+0.46039i,9362.2+0.41936i,9423.1+0.39731i,9345.4+0.43541i,9519.3+0.45156i,9358.5+0.4063i,9199.4+0.43711i,9305.5+0.40565i,9194.3+0.44811i,9348.4+0.46996i,9212.8+0.46856i,9493+0.42308i,9741.5+0.41477i,9076.4+0.41012i,9249.3+0.38913i,9227.3+0.50961i,9128.6+0.40573i,9313.7+0.4436i,9322.2+0.34411i,9376+0.45782i,9349.8+0.4424i,9491.8+0.41741i,9435.1+0.50365i,9022.1+0.50966i,9184.5+0.4232i,9284.7+0.52247i,9150.9+0.39005i,9275.8+0.46656i,8913.6+0.50095i,9094.2+0.43924i,9203.1+0.44739i,9038.4+0.35926i,9070.1+0.51128i,9285.2+0.43259i,9371.1+0.45984i,9227.9+0.59434i,9264.3+0.43766i,9563.9+0.60763i,9281.6+0.60686i,8940.1+0.40214i,9166.5+0.57474i,9145.8+0.43087i,8734.6+0.43052i,9293.4+0.35002i,9444.7+0.41598i,8573.2+0.44983i,8856+0.51118i,8956.8+0.67655i,9150.3+0.64831i,9299+0.59387i,8644.6+0.65561i,9241.9+0.44743i,9260.1+0.54148i,9312.7+0.16712i,9087.5+0.38575i,9218.9+0.36966i,8844.6+0.52987i,9278.3+0.50794i,8928.8+0.60062i,9643.1+1.2169i,9284+0.19894i,8646.1+1.116i,8268.2+0.43744i,8803.1+0.30602i,9462.8+0.53431i,9570.7+0.36608i,8764.8+0.46824i,9258.9+0.40022i,8668.3+0.24646i,8875.4+0.75083i,8811.5+0.74243i,8834.6-0.049823i,9256+0.87721i,8454.6+1.2401i,9109.6+0.2488i,9156.9+0.90968i,8545.6+1.2099i,8386.3+0.65433i,9538.9+1.6901i,8090.9+0.8309i,9018.2+0.79512i,9185.7-0.54822i,8948.3+0.54714i,9230.6+0.38709i,8818.7-0.76751i,8256.8-0.25153i,8406.9+0.7465i,8130.8+0.79941i,8812.8+2.3996i,9159.9+0.71261i,9053.9+0.81531i,8125.6+0.16404i,8493.4+1.9072i,9829.8+0.60285i,9251.2-2.1228i,8776.5+0.66982i,8084.8+0.41632i,11622-0.41159i,9121.9-2.1197i,8976+2.3682i,8589+1.1358i,8051.5-1.8026i,9891.6-0.25946i,9067.7-1.3823i,9467.9+0.024357i,8255.1+0.46003i,9036.4+1.1296i,9598.7+0.82534i,8196.6-2.6338i,8231.3+0.57563i,8203.2+3.731i,9396.4-0.69403i,9040.8-4.0825i,9694.2-0.36243i,8522.1+5.1802i,13899-1.5179i,7754.2+0.039919i,8875.6+0.68792i,8940.8-1.6382i,8651.8+2.2732i,8900.5-1.3436i,7019.3+0.69903i,9728.1+9.419i,6788.1-4.3454i,14158+6.6605i,8651.1+3.3326i,7106.8+2.5108i,6262.6+1.1027i,7408.7+0.15262i,12136-2.2189i,6948.9+2.392i,6692.7+3.7818i,7245.5+3.2747i,11299+0.24988i,8616.7-12.343i,9519+3.2754i,11083-7.3145i,9636+13.417i,7320.9-1.0728i,5761.9+3.6507i,12326-6.6581i,5672.2+9.729i,7452.3-5.953i,14996+32.033i,13877+1.6217i,11016-8.7715i,8879.7-16.441i,7276.4+3.8259i,7421.2+14.425i,7538.2-3.6885i,8057.8+13.728i,13478+18.527i,6506.9+10.352i,12225+43.333i
19394+0.26023i,19394+0.26023i,19394+0.26023i,19394+0.26023i,19394+0.26023i,19394+0.26023i,19394+0.26023i,19394+0.26023i,19394+0.26023i,19394+0.26023i,19394+0.26023i,19394+0.26023i,19394+0.26023i,19394+0.26023i,19394+0.26023i,19394+0.26023i,19394+0.26023i,19394+0.26023i,19394+0.26023i,19394+0.26023i,19394+0.26023i,19394+0.26023i,19394+0.26023i,19394+0.26023i,19394+0.26023i,19394+0.26023i,19394+0.26023i,19394+0.26023i,19394+0.26023i,19394+0.26023i,19394+0.26023i,17345+0.26237i,17345+0.26237i,17345+0.26237i,17345+0.26237i,17345+0.26237i,17345+0.26237i,17345+0.26237i,17345+0.26237i,17345+0.26237i,17345+0.26237i,17345+0.26237i,17345+0.26237i,17345+0.26237i,17345+0.26237i,17345+0.26237i,17345+0.26237i,17345+0.26237i,17345+0.26237i,17345+0.26237i,17345+0.26237i,17345+0.26237i,17345+0.26237i,17345+0.26237i,17345+0.26237i,17345+0.26237i,17345+0.26237i,17345+0.26237i,17345+0.26237i,17345+0.26237i,17345+0.26237i,15843+0.26607i,15843+0.26607i,15843+0.26607i,15843+0.26607i,15843+0.26607i,15843+0.26607i,15843+0.26607i,15843+0.26607i,15843+0.26607i,15843+0.26607i,15843+0.26607i,15843+0.26607i,15843+0.26607i,15843+0.26607i,15843+0.26607i,15843+0.26607i,15843+0.26607i,15372+0.2686i,15372+0.2686i,15372+0.2686i,15372+0.2686i,15372+0.2686i,15372+0.2686i,15372+0.2686i,15372+0.2686i,15372+0.2686i,15372+0.2686i,15372+0.2686i,15372+0.2686i,15372+0.2686i,15146+0.27283i,15146+0.27283i,15146+0.27283i,15146+0.27283i,15146+0.27283i,15146+0.27283i,15146+0.27283i,15146+0.27283i,15146+0.27283i,15146+0.27283i,14634+0.27634i,14634+0.27634i,14634+0.27634i,14634+0.27634i,14634+0.27634i,14634+0.27634i,14634+0.27634i,14276+0.27996i,14276+0.27996i,14276+0.27996i,14276+0.27996i,14276+0.27996i,14276+0.27996i,14276+0.27996i,13919+0.28237i,13919+0.28237i,13919+0.28237i,13919+0.28237i,13919+0.28237i,13919+0.28237i,13624+0.28714i,13624+0.28714i,13624+0.28714i,13624+0.28714i,13624+0.28714i,13295+0.28875i,13295+0.28875i,13295+0.28875i,13295+0.28875i,13295+0.28875i,13111+0.29287i,13111+0.29287i,13111+0.29287i,13111+0.29287i,12754+0.29512i,12754+0.29512i,12754+0.29512i,12754+0.29512i,12738+0.29811i,12738+0.29811i,12738+0.29811i,12492+0.30016i,12492+0.30016i,12492+0.30016i,12291+0.30593i,12291+0.30593i,12291+0.30593i,12304+0.30757i,12304+0.30757i,12304+0.30757i,12080+0.30915i,12080+0.30915i,12080+0.30915i,11972+0.31135i,11972+0.31135i,11835+0.31003i,11835+0.31003i,11819+0.31676i,11819+0.31676i,11819+0.31676i,11642+0.32046i,11642+0.32046i,11484+0.31974i,11484+0.31974i,11413+0.3233i,11413+0.3233i,11343+0.32343i,11343+0.32343i,11366+0.32646i,11277+0.32666i,11277+0.32666i,11209+0.33004i,11209+0.33004i,11090+0.33113i,11010+0.33488i,11010+0.33488i,11021+0.33583i,10939+0.33722i,10939+0.33722i,10945+0.33752i,10806+0.34005i,10794+0.34013i,10794+0.34013i,10731+0.34425i,10709+0.34801i,10665+0.34612i,10716+0.34876i,10716+0.34876i,10577+0.34739i,10487+0.34829i,10523+0.35141i,10447+0.3501i,10537+0.34966i,10497+0.35007i,10350+0.35114i,10371+0.35526i,10387+0.35808i,10339+0.36167i,10268+0.36382i,10331+0.36209i,10186+0.36508i,10045+0.36307i,10300+0.361i,10230+0.36087i,10131+0.37144i,10128+0.36799i,10115+0.36318i,10118+0.37462i,10078+0.36556i,9999.2+0.37748i,9971.5+0.36758i,9881.8+0.37021i,10119+0.37969i,9989.3+0.38063i,9900.8+0.37948i,9873.7+0.3834i,9911.3+0.38689i,9881.4+0.38091i,9806.2+0.38658i,9612.8+0.39034i,9735.2+0.37501i,9801.6+0.38119i,9895.3+0.38718i,9799.9+0.39437i,9677.6+0.38716i,9672.8+0.38389i,9770.1+0.41152i,9705.3+0.40617i,9627.6+0.40087i,9669.3+0.39643i,9784.1+0.40716i,9600.7+0.38175i,9585.4+0.40746i,9665.9+0.41949i,9496.5+0.40383i,9649.4+0.4056i,9559.9+0.40942i,9688.3+0.42728i,9611.2+0.40094i,9335.4+0.39727i,9370.7+0.4049i,9533.5+0.40183i,9618.8+0.42514i,9486.2+0.41109i,9502.9+0.42746i,9411.3+0.41627i,9467+0.43629i,9350.4+0.43123i,9215+0.42954i,9442.9+0.4181i,9380.5+0.42011i,9335.7+0.45838i,9268.2+0.42974i,9281.9+0.42851i,9273+0.47454i,9294+0.45765i,9102+0.41338i,9415.9+0.43236i,9438.6+0.43777i,9329.3+0.412i,9246.3+0.45506i,9357+0.50797i,9450.4+0.44758i,9087.6+0.38359i,9341.1+0.48729i,9112.5+0.40909i,9156+0.4316i,9173.4+0.44859i,9405.9+0.43189i,9228.6+0.44103i,9340.9+0.40299i,9463+0.49242i,9039.2+0.50389i,9209.4+0.49803i,9273.7+0.40909i,9043+0.47226i,8759.6+0.38355i,9078.3+0.4778i,9057+0.52733i,9262.2+0.47921i,9259.7+0.52835i,8968.2+0.47125i,9636+0.58094i,9056.8+0.50897i,9190.3+0.48125i,9190.6+0.50399i,8716.7+0.52214i,9018.9+0.34825i,9431.4+0.5209i,8865.3+0.36177i,8932.8+0.27653i,9052+0.62501i,9261.4+0.4892i,9073.2+0.55766i,8741.7+0.81008i,9567+0.24668i,8954.2+0.68105i,9136.9+0.49504i,9804.6+0.15548i,9670.6+0.21047i,9006.5+1.0025i,9030.4+0.8202i,9307.8+0.57934i,8625.6+0.31116i,9054.4+0.32996i,8694.6+0.99437i,9478.9+0.70707i,8784.3+0.72999i,9603.6+0.14347i,9301.2+0.98247i,8471.3+0.40085i,8922.4+1.0016i,9029.2+0.65813i,9331.6+0.2083i,8936.9+0.58859i,9008+0.39305i,9004.8+0.71589i,8723.2-0.084774i,9190.2+0.95524i,8194+0.52591i,9489.2+0.63346i,9295.6+0.27373i,9795.9+0.26201i,8273.7+0.56436i,8232.2+0.95612i,8965.5-0.30194i,8904.9+1.0087i,9692.2+0.29453i,8772.8+0.22102i,8710.5+1.0838i,9281.7+1.358i,8795+0.16991i,7884.5+0.48348i,10000-0.48778i,8490.1+2.1849i,8821.7-0.4385i,9376+0.25484i,9814.4+0.028349i,9801-1.8055i,9373.2-0.11571i,9105.3+0.016909i,7573.4+1.1167i,8265.7+0.14902i,9419.2+1.5176i,11256+2.5791i,7906.4-0.20283i,9443.7+1.8406i,7426.9+1.634i,10132+0.85196i,9470.7+6.3012i,10150-0.47455i,9757.2+0.60261i,7940.8-0.93283i,10117-0.59465i,8137-0.72238i,8514.5+0.41628i,8284-1.2632i,9319.7+2.5051i,9332+0.14186i,9901.1-1.8924i,7302.3+1.8149i,7168.7+0.89353i,9379+6.0535i,7867.7+5.1241i,7072.3+3.3954i,6882.6+0.051998i,7951.8+0.86788i,8980.2-5.0266i,9374.2-0.13659i,7021.4-0.07748i,11246-5.6407i,10295-1.3883i,6773.6+1.9083i,7068.2-0.084143i,7244.9-3.9061i,7400.8+0.015086i,8263.7+8.0078i,6947.1+4.8239i,7562.6-0.77882i,7272.8-4.8615i,10465-5.9506i,7545.1-7.7637i,11247+7.3967i,6503.6+7.295i,17672+15.657i,8666.9+8.431i,5800-17.327i,6979.1-3.4524i,8498.4-6.5738i,15678-34.196i,8695.1+18.967i,6794.9-1.4893i,9072.7-7.297i,15166+21.805i,7557.5+0.66674i,8944.1+14.693i,8027.6+31.586i,24196+11.175i,8114.2+23.219i,19268-61.52i
