24039+0.25729i,24039+0.25729i,24039+0.25729i,24039+0.25729i,24039+0.25729i,24039+0.25729i,24039+0.25729i,24039+0.25729i,24039+0.25729i,24039+0.25729i,24039+0.25729i,24039+0.25729i,24039+0.25729i,24039+0.25729i,24039+0.25729i,24039+0.25729i,24039+0.25729i,24039+0.25729i,24039+0.25729i,24039+0.25729i,24039+0.25729i,24039+0.25729i,24039+0.25729i,24039+0.25729i,24039+0.25729i,24039+0.25729i,24039+0.25729i,24039+0.25729i,24039+0.25729i,24039+0.25729i,24039+0.25729i,16261+0.25996i,16261+0.25996i,16261+0.25996i,16261+0.25996i,16261+0.25996i,16261+0.25996i,16261+0.25996i,16261+0.25996i,16261+0.25996i,16261+0.25996i,16261+0.25996i,16261+0.25996i,16261+0.25996i,16261+0.25996i,16261+0.25996i,16261+0.25996i,16261+0.25996i,16261+0.25996i,16261+0.25996i,16261+0.25996i,16261+0.25996i,16261+0.25996i,16261+0.25996i,16261+0.25996i,16261+0.25996i,16261+0.25996i,16261+0.25996i,16261+0.25996i,16261+0.25996i,16261+0.25996i,15625+0.26438i,15625+0.26438i,15625+0.26438i,15625+0.26438i,15625+0.26438i,15625+0.26438i,15625+0.26438i,15625+0.26438i,15625+0.26438i,15625+0.26438i,15625+0.26438i,15625+0.26438i,15625+0.26438i,15625+0.26438i,15625+0.26438i,15625+0.26438i,15625+0.26438i,15277+0.2659i,15277+0.2659i,15277+0.2659i,15277+0.2659i,15277+0.2659i,15277+0.2659i,15277+0.2659i,15277+0.2659i,15277+0.2659i,15277+0.2659i,15277+0.2659i,15277+0.2659i,15277+0.2659i,14451+0.26752i,14451+0.26752i,14451+0.26752i,14451+0.26752i,14451+0.26752i,14451+0.26752i,14451+0.26752i,14451+0.26752i,14451+0.26752i,14451+0.26752i,14164+0.27144i,14164+0.27144i,14164+0.27144i,14164+0.27144i,14164+0.27144i,14164+0.27144i,14164+0.27144i,13922+0.2742i,13922+0.2742i,13922+0.2742i,13922+0.2742i,13922+0.2742i,13922+0.2742i,13922+0.2742i,13728+0.27626i,13728+0.27626i,13728+0.27626i,13728+0.27626i,13728+0.27626i,13728+0.27626i,13415+0.27903i,13415+0.27903i,13415+0.27903i,13415+0.27903i,13415+0.27903i,13256+0.28174i,13256+0.28174i,13256+0.28174i,13256+0.28174i,13256+0.28174i,13140+0.28349i,13140+0.28349i,13140+0.28349i,13140+0.28349i,13040+0.28447i,13040+0.28447i,13040+0.28447i,13040+0.28447i,12819+0.28799i,12819+0.28799i,12819+0.28799i,12759+0.29162i,12759+0.29162i,12759+0.29162i,12685+0.29291i,12685+0.29291i,12685+0.29291i,12470+0.29776i,12470+0.29776i,12470+0.29776i,12465+0.29656i,12465+0.29656i,12465+0.29656i,12294+0.29926i,12294+0.29926i,12205+0.30017i,12205+0.30017i,12149+0.30283i,12149+0.30283i,12149+0.30283i,12060+0.30641i,12060+0.30641i,11932+0.30726i,11932+0.30726i,11970+0.30825i,11970+0.30825i,11969+0.31048i,11969+0.31048i,11823+0.31108i,11709+0.31332i,11709+0.31332i,11660+0.31717i,11660+0.31717i,11618+0.31576i,11608+0.32139i,11608+0.32139i,11507+0.32123i,11444+0.3208i,11444+0.3208i,11476+0.32596i,11374+0.32391i,11346+0.32963i,11346+0.32963i,11430+0.33055i,11279+0.33306i,11161+0.32783i,11257+0.32985i,11257+0.32985i,11232+0.33573i,11181+0.33717i,11023+0.33842i,11076+0.34309i,11053+0.34449i,11005+0.33856i,11033+0.35054i,10968+0.34957i,10994+0.34974i,10964+0.35128i,10755+0.3542i,10875+0.35182i,10706+0.35652i,10770+0.34938i,10815+0.35404i,10792+0.3527i,10796+0.36421i,10661+0.36264i,10644+0.35841i,10741+0.36245i,10705+0.37014i,10684+0.36376i,10646+0.37038i,10585+0.37209i,10634+0.3716i,10489+0.3714i,10414+0.37993i,10492+0.3808i,10362+0.37749i,10482+0.38601i,10584+0.37504i,10292+0.38725i,10428+0.38716i,10236+0.38437i,10317+0.3853i,10366+0.40126i,10440+0.39856i,10259+0.39915i,10291+0.38848i,10395+0.39841i,10197+0.40386i,10083+0.40255i,10121+0.411i,10103+0.41491i,10323+0.42044i,10108+0.3977i,10223+0.43355i,10067+0.40618i,10044+0.44519i,10288+0.43292i,10067+0.44881i,9902.5+0.43908i,9909.3+0.40033i,9894.9+0.42847i,10007+0.40249i,9909.2+0.46013i,9960.7+0.42278i,9966.8+0.41686i,9860.8+0.41529i,9780.2+0.44554i,9860.8+0.41993i,9499.7+0.45944i,9798.6+0.46136i,9956.7+0.44004i,10213+0.48185i,10074+0.44706i,9684.8+0.51575i,9749.2+0.45468i,9719.9+0.4694i,9642.6+0.45984i,10178+0.46849i,10013+0.47336i,9699.7+0.53796i,9883.9+0.49851i,9709.7+0.45125i,9667.8+0.52357i,9774.8+0.45352i,9424.1+0.57446i,9578.5+0.5311i,9632.6+0.51081i,9693.4+0.43709i,9691.4+0.44896i,9447.9+0.54099i,9541.2+0.51185i,9330.7+0.46275i,9645.8+0.50231i,9411.6+0.44599i,9581.9+0.50053i,9422.4+0.43355i,9467.1+0.62822i,9345.8+0.70564i,9377.9+0.50453i,9562.7+0.55627i,9695.1+0.50184i,9684.7+0.61297i,9661.5+0.54876i,9480.8+0.58345i,9171.5+0.52066i,9515.3+0.35983i,9193.3+0.67566i,9618.2+0.63098i,9285.9+0.65222i,9351.6+0.31328i,10019+0.51758i,9639.1+0.74668i,9976.1+0.54134i,9469.3+0.67527i,9014.4+0.46087i,8896.3+0.26979i,8883.2+0.67959i,9361.2+0.86103i,9254.1+0.72737i,10024+0.71495i,9341.6+0.71494i,9406.1+0.64449i,9240+0.65205i,9456.6+0.62629i,9196.1+0.5586i,9290.4+0.87987i,8755+0.47109i,8999.1+0.80159i,8879.1+0.36387i,9230.7+0.20187i,8991.4+0.87555i,9649.9+0.56291i,10040+0.57324i,8571.8+0.86135i,9739.4+0.33008i,9179.1+0.68371i,9586.7+1.2848i,9661.7+0.79416i,9209.1+0.34153i,8869.1+0.18643i,8962.5+0.83147i,9845.2+1.4156i,9349.9+0.61731i,8289+1.4397i,8995.2+0.92268i,9125.6+1.3431i,9165.3+0.40703i,8941.4+0.45511i,8513.5+1.2799i,10016-0.75904i,10207+2.2381i,8192+1.5314i,9592.1+0.61371i,9098.1-0.62752i,8809.3+1.7383i,8836.8+3.1889i,8889.2-0.68841i,8937.7+0.03922i,8931.5-1.0339i,9106.1+0.44382i,9350+1.1139i,9766.1+5.2159i,11429+1.6509i,8834.3+4.2812i,9306.3+0.1064i,8242.5+4.6746i,10084+2.2105i,9732.8+2.4028i,8263.6+0.55597i,9555.6-0.18394i,9364.1+1.7272i,7999.8-1.8801i,7500.4+2.4126i,9235.3+3.5102i,10001+5.5965i,8533.8+4.3176i,9704.3+3.0159i,9305.4+2.9133i,12130+6.0682i,9912.3+1.7111i,10167-1.437i,6829.8+5.4812i,9222.6-3.9358i,10186+4.7857i,9995.8-2.2495i,8953.3+0.63028i,9735.2+6.6443i,6802.7-0.63132i,8989.2+6.8731i,7533+6.3533i,10485+0.98972i,8731.9-0.42372i,7391.3-0.34095i,10083+0.2812i,12438+13.214i,10721+0.01245i,13073+9.6082i,9616.8+3.313i,13006-17.836i,7641.4+6.6584i,8105.8+9.972i,6843.8-9.9794i,6524.7+2.724i,10597-1.3833i,7121.9+11.317i,5977.6+0.12209i,9309.6-8.6966i,6143.1+3.479i,10700+2.0756i,8821.6-0.33696i,7554.9+5.4423i,7736.7-16.835i,8227.2-8.8357i,7111.1+10.902i,5586.6+14.435i,9351.1+4.7578i,6998.7+19.386i,11638-10.727i,4679.9+6.4986i
23972+0.25693i,23972+0.25693i,23972+0.25693i,23972+0.25693i,23972+0.25693i,23972+0.25693i,23972+0.25693i,23972+0.25693i,23972+0.25693i,23972+0.25693i,23972+0.25693i,23972+0.25693i,23972+0.25693i,23972+0.25693i,23972+0.25693i,23972+0.25693i,23972+0.25693i,23972+0.25693i,23972+0.25693i,23972+0.25693i,23972+0.25693i,23972+0.25693i,23972+0.25693i,23972+0.25693i,23972+0.25693i,23972+0.25693i,23972+0.25693i,23972+0.25693i,23972+0.25693i,23972+0.25693i,23972+0.25693i,16931+0.25988i,16931+0.25988i,16931+0.25988i,16931+0.25988i,16931+0.25988i,16931+0.25988i,16931+0.25988i,16931+0.25988i,16931+0.25988i,16931+0.25988i,16931+0.25988i,16931+0.25988i,16931+0.25988i,16931+0.25988i,16931+0.25988i,16931+0.25988i,16931+0.25988i,16931+0.25988i,16931+0.25988i,16931+0.25988i,16931+0.25988i,16931+0.25988i,16931+0.25988i,16931+0.25988i,16931+0.25988i,16931+0.25988i,16931+0.25988i,16931+0.25988i,16931+0.25988i,16931+0.25988i,15515+0.26276i,15515+0.26276i,15515+0.26276i,15515+0.26276i,15515+0.26276i,15515+0.26276i,15515+0.26276i,15515+0.26276i,15515+0.26276i,15515+0.26276i,15515+0.26276i,15515+0.26276i,15515+0.26276i,15515+0.26276i,15515+0.26276i,15515+0.26276i,15515+0.26276i,15230+0.26508i,15230+0.26508i,15230+0.26508i,15230+0.26508i,15230+0.26508i,15230+0.26508i,15230+0.26508i,15230+0.26508i,15230+0.26508i,15230+0.26508i,15230+0.26508i,15230+0.26508i,15230+0.26508i,14597+0.26812i,14597+0.26812i,14597+0.26812i,14597+0.26812i,14597+0.26812i,14597+0.26812i,14597+0.26812i,14597+0.26812i,14597+0.26812i,14597+0.26812i,14105+0.27105i,14105+0.27105i,14105+0.27105i,14105+0.27105i,14105+0.27105i,14105+0.27105i,14105+0.27105i,13948+0.27381i,13948+0.27381i,13948+0.27381i,13948+0.27381i,13948+0.27381i,13948+0.27381i,13948+0.27381i,13745+0.27771i,13745+0.27771i,13745+0.27771i,13745+0.27771i,13745+0.27771i,13745+0.27771i,13513+0.27833i,13513+0.27833i,13513+0.27833i,13513+0.27833i,13513+0.27833i,13309+0.28174i,13309+0.28174i,13309+0.28174i,13309+0.28174i,13309+0.28174i,13128+0.28304i,13128+0.28304i,13128+0.28304i,13128+0.28304i,13003+0.28529i,13003+0.28529i,13003+0.28529i,13003+0.28529i,12896+0.28834i,12896+0.28834i,12896+0.28834i,12687+0.28989i,12687+0.28989i,12687+0.28989i,12615+0.29277i,12615+0.29277i,12615+0.29277i,12445+0.29491i,12445+0.29491i,12445+0.29491i,12367+0.29687i,12367+0.29687i,12367+0.29687i,12312+0.30117i,12312+0.30117i,12190+0.30179i,12190+0.30179i,12040+0.30416i,12040+0.30416i,12040+0.30416i,12081+0.30535i,12081+0.30535i,12005+0.30896i,12005+0.30896i,11825+0.30932i,11825+0.30932i,11739+0.30883i,11739+0.30883i,11761+0.31016i,11699+0.31594i,11699+0.31594i,11668+0.31779i,11668+0.31779i,11646+0.3188i,11628+0.32274i,11628+0.32274i,11533+0.32061i,11449+0.32177i,11449+0.32177i,11493+0.32442i,11437+0.3248i,11365+0.32671i,11365+0.32671i,11408+0.32948i,11359+0.33281i,11366+0.33271i,11152+0.33195i,11152+0.33195i,11127+0.33614i,11261+0.33849i,11162+0.3345i,11212+0.33426i,11135+0.34436i,10999+0.34757i,11057+0.348i,11037+0.34444i,10905+0.35046i,10918+0.3507i,10769+0.34958i,10943+0.35477i,10790+0.36086i,10801+0.35005i,10732+0.35879i,10777+0.35407i,10846+0.36431i,10758+0.36428i,10700+0.36165i,10559+0.369i,10676+0.36962i,10562+0.37058i,10633+0.37118i,10658+0.37331i,10603+0.3697i,10355+0.37963i,10424+0.38802i,10610+0.38557i,10415+0.38569i,10342+0.37326i,10633+0.38724i,10407+0.39411i,10480+0.39607i,10388+0.37745i,10394+0.40208i,10404+0.39224i,10486+0.41376i,10397+0.41026i,10384+0.40563i,10393+0.40007i,10301+0.40301i,10406+0.38698i,10197+0.41888i,10146+0.41798i,9996.5+0.4288i,10148+0.42995i,10186+0.40883i,10038+0.42573i,10149+0.41305i,10254+0.40529i,10048+0.43063i,10033+0.43198i,10189+0.41337i,10209+0.4246i,9998.4+0.42748i,9894+0.43866i,10116+0.44026i,10034+0.47008i,9936.2+0.43476i,9918.2+0.47279i,10010+0.44631i,9721.7+0.49282i,9827.4+0.48147i,9922+0.42945i,9932+0.45069i,10014+0.47788i,9704.6+0.45692i,9711.2+0.45252i,9696.2+0.48469i,9671.2+0.46459i,9637.7+0.43092i,9809.6+0.50427i,9811.4+0.47841i,9491.9+0.40911i,9826.5+0.46971i,9593.4+0.54103i,10051+0.50692i,9862.3+0.50043i,9627.7+0.58296i,9839.4+0.38646i,9507.1+0.45742i,9314.9+0.44075i,9763.5+0.62021i,9184.2+0.5425i,9371.3+0.59473i,9569.9+0.51881i,9536.2+0.5139i,9325.7+0.6298i,9682.6+0.61247i,9336.2+0.73146i,9505.9+0.5i,9706.9+0.46665i,9637+0.36716i,9724.8+0.62869i,9347.2+0.48181i,9532.1+0.60081i,9495.8+0.47833i,9348.9+0.48897i,9664.4+0.28444i,9610.7+0.76287i,9934.2+0.48096i,9285.5+0.63306i,9571.1+0.53823i,9460.9+0.60203i,9462.7+0.90752i,9770.6+0.42106i,9828.6+0.84362i,9182.2+0.64845i,9176.1+1.0676i,9348.2+0.6579i,9150.2+0.62405i,9308.1+0.71691i,9707.6+0.54924i,8935.2+0.4449i,8992.7+0.60756i,8837.4+0.50503i,8766.7+0.49871i,9100.1+0.44813i,8865.5+0.58436i,9582.5+0.98522i,8861.6+0.12545i,9924+1.5645i,9598.9+0.4338i,9486.3+0.70193i,9295.2+0.85957i,9372.5+1.3531i,8833.4+0.79053i,8474.4+0.12476i,9469.5+0.73723i,9337.9+0.51135i,9315.4+0.25709i,8844.2+1.3967i,8418.2+1.2454i,9353.3-0.029049i,8982.8-0.40246i,8783.7+1.0593i,10081+2.3493i,8886.5+1.0919i,8978.5+0.11133i,9060.2+0.22254i,9758.4+1.095i,9097.6-0.032637i,10226+0.87397i,8983.8-0.29319i,9748.3-0.23852i,8763.3+0.854i,9778.8+1.5452i,8499.5+2.3633i,9204+1.3511i,10750+2.5683i,9514.6+1.2827i,7814.5+0.90638i,9093.7+1.8308i,9139.2+0.6567i,9259.2+1.7645i,8547.4-0.57988i,8866.9+2.7006i,8549.3+3.3176i,8440.6+2.356i,8909.9+0.4618i,9569.1-1.0511i,8895.8+1.5078i,8226.9+0.031557i,9974.2-3.5907i,9135.8+5.2328i,8466.2+0.82596i,8555.7-0.43663i,7091.9+2.6981i,7661.2-0.81659i,8639.5+2.3668i,8544.4-0.7265i,9973.9-0.21449i,8623.3+2.5998i,8613.6+3.657i,8715.6-2.9663i,8084.5+0.68848i,9431.4-4.5484i,10240-5.5003i,8648-1.2957i,10520-14.426i,7009.1+3.9949i,8659.3+4.6385i,10351-0.6426i,10378-6.0129i,7355.9-1.6409i,8444.1+0.21003i,15871-7.1497i,11681+22.484i,13245-1.063i,7508.1+6.1992i,7363.4+7.5243i,8588.4+13.728i,9757.9-4.1991i,6322.4-5.186i,9134.4-10.165i,9681.1-3.2058i,11428-1.134i,13358+17.429i,9743.1+4.1025i,6341.7+2.0619i,13038+2.2196i,15685+6.7634i,8660.6+3.9605i,30992+127.03i,9078.2+10.685i,8128.7-21.834i,6481.3+7.2309i,10497+13.038i,10671-23.427i,10796-2.5001i,6681.9+9.6248i,8114.4+15.061i
23765+0.25583i,23765+0.25583i,23765+0.25583i,23765+0.25583i,23765+0.25583i,23765+0.25583i,23765+0.25583i,23765+0.25583i,23765+0.25583i,23765+0.25583i,23765+0.25583i,23765+0.25583i,23765+0.25583i,23765+0.25583i,23765+0.25583i,23765+0.25583i,23765+0.25583i,23765+0.25583i,23765+0.25583i,23765+0.25583i,23765+0.25583i,23765+0.25583i,23765+0.25583i,23765+0.25583i,23765+0.25583i,23765+0.25583i,23765+0.25583i,23765+0.25583i,23765+0.25583i,23765+0.25583i,23765+0.25583i,17057+0.26078i,17057+0.26078i,17057+0.26078i,17057+0.26078i,17057+0.26078i,17057+0.26078i,17057+0.26078i,17057+0.26078i,17057+0.26078i,17057+0.26078i,17057+0.26078i,17057+0.26078i,17057+0.26078i,17057+0.26078i,17057+0.26078i,17057+0.26078i,17057+0.26078i,17057+0.26078i,17057+0.26078i,17057+0.26078i,17057+0.26078i,17057+0.26078i,17057+0.26078i,17057+0.26078i,17057+0.26078i,17057+0.26078i,17057+0.26078i,17057+0.26078i,17057+0.26078i,17057+0.26078i,15450+0.26261i,15450+0.26261i,15450+0.26261i,15450+0.26261i,15450+0.26261i,15450+0.26261i,15450+0.26261i,15450+0.26261i,15450+0.26261i,15450+0.26261i,15450+0.26261i,15450+0.26261i,15450+0.26261i,15450+0.26261i,15450+0.26261i,15450+0.26261i,15450+0.26261i,15167+0.26601i,15167+0.26601i,15167+0.26601i,15167+0.26601i,15167+0.26601i,15167+0.26601i,15167+0.26601i,15167+0.26601i,15167+0.26601i,15167+0.26601i,15167+0.26601i,15167+0.26601i,15167+0.26601i,14498+0.2683i,14498+0.2683i,14498+0.2683i,14498+0.2683i,14498+0.2683i,14498+0.2683i,14498+0.2683i,14498+0.2683i,14498+0.2683i,14498+0.2683i,14289+0.27052i,14289+0.27052i,14289+0.27052i,14289+0.27052i,14289+0.27052i,14289+0.27052i,14289+0.27052i,13925+0.27444i,13925+0.27444i,13925+0.27444i,13925+0.27444i,13925+0.27444i,13925+0.27444i,13925+0.27444i,13662+0.2774i,13662+0.2774i,13662+0.2774i,13662+0.2774i,13662+0.2774i,13662+0.2774i,13382+0.27972i,13382+0.27972i,13382+0.27972i,13382+0.27972i,13382+0.27972i,13249+0.28083i,13249+0.28083i,13249+0.28083i,13249+0.28083i,13249+0.28083i,13140+0.28288i,13140+0.28288i,13140+0.28288i,13140+0.28288i,13027+0.28591i,13027+0.28591i,13027+0.28591i,13027+0.28591i,12957+0.28797i,12957+0.28797i,12957+0.28797i,12703+0.28919i,12703+0.28919i,12703+0.28919i,12464+0.29348i,12464+0.29348i,12464+0.29348i,12475+0.296i,12475+0.296i,12475+0.296i,12363+0.29741i,12363+0.29741i,12363+0.29741i,12259+0.29994i,12259+0.29994i,12137+0.30104i,12137+0.30104i,12207+0.30445i,12207+0.30445i,12207+0.30445i,12042+0.30649i,12042+0.30649i,11975+0.30592i,11975+0.30592i,12006+0.30952i,12006+0.30952i,11863+0.31182i,11863+0.31182i,11765+0.31375i,11772+0.31144i,11772+0.31144i,11713+0.31941i,11713+0.31941i,11612+0.32035i,11640+0.31869i,11640+0.31869i,11500+0.32345i,11507+0.32386i,11507+0.32386i,11408+0.32563i,11412+0.32715i,11392+0.32666i,11392+0.32666i,11317+0.32868i,11276+0.33007i,11166+0.33325i,11268+0.33583i,11268+0.33583i,11193+0.33137i,11143+0.34079i,11146+0.33882i,11137+0.33643i,11166+0.34075i,11130+0.34409i,11084+0.34291i,10949+0.3498i,11015+0.34618i,10943+0.34485i,10861+0.34697i,10869+0.35442i,10769+0.35001i,10891+0.35813i,10954+0.35354i,10787+0.35614i,10729+0.36257i,10756+0.36325i,10650+0.36512i,10663+0.36759i,10636+0.36506i,10740+0.37422i,10615+0.36569i,10565+0.37379i,10551+0.37613i,10468+0.36668i,10454+0.38043i,10587+0.38238i,10668+0.3747i,10451+0.38339i,10402+0.36681i,10461+0.39802i,10515+0.39394i,10457+0.392i,10269+0.39988i,10297+0.38099i,10396+0.38755i,10270+0.40117i,10159+0.41855i,10243+0.39083i,10162+0.40408i,10309+0.39744i,10093+0.41149i,10099+0.40222i,10202+0.3965i,10132+0.41334i,10123+0.43132i,10035+0.42861i,10250+0.43254i,9929.7+0.42136i,10150+0.4328i,10029+0.43557i,9880.2+0.43281i,10120+0.44186i,10199+0.42444i,9946.6+0.43757i,9934.5+0.44847i,9743.9+0.44928i,9993.7+0.44138i,9795.3+0.44128i,9910.2+0.44779i,9787.8+0.44243i,9732.8+0.41631i,9785.9+0.46333i,9836.2+0.45125i,9743.5+0.42508i,9964.7+0.44773i,9733.4+0.47443i,9731.5+0.5134i,9924.8+0.47948i,9468.7+0.47822i,9839.7+0.5216i,9495.3+0.52598i,9810.9+0.49698i,9591.2+0.52816i,9568.5+0.49226i,9715.5+0.50409i,9782.4+0.48187i,9636.4+0.50186i,9564.2+0.49102i,9593.4+0.52966i,9503.7+0.46238i,9405+0.48869i,9624.5+0.41669i,9439.8+0.6415i,9960.3+0.48895i,9755.8+0.42891i,9507.5+0.44276i,9641.1+0.5533i,9606.9+0.54961i,9580.5+0.56234i,9385+0.57041i,9635.7+0.46046i,9831.8+0.57963i,10215+0.60442i,9649.8+0.50767i,9507.7+0.62698i,9102.4+0.63824i,9021.5+0.3666i,9511.4+0.71169i,9636.9+0.45065i,9352.6+0.67379i,9525+0.63613i,9617.8+0.56941i,9386.4+0.71162i,8663+0.82894i,9328.3+0.6544i,9338.7+0.55205i,9219.4+0.60232i,9336.5+0.67181i,9336.4+0.50458i,9274.6+0.57536i,9516.7+0.89354i,9344.4+0.7103i,9365.9+0.61798i,9307.1+0.32459i,9509.2+0.96764i,9544.5+0.3557i,9706.5+0.84863i,9213.9+0.81113i,9279.3-0.2094i,9314.1+0.43307i,8543.9+0.76713i,9261.1+0.84369i,8809.8+0.59451i,9213+0.48926i,8504.9+0.44796i,8354.2+1.3747i,9948.6+0.51833i,9202.5+0.72279i,8426+0.6048i,8318.6+0.58147i,9387.7+1.6187i,9512.6+0.37208i,9086.6+1.1214i,8980.7+0.9449i,10276+1.6917i,9494.5-0.03447i,10373+1.2857i,8951.2+1.2002i,8399+0.71883i,10093+0.24206i,8941.1+1.0358i,8000.6+0.8116i,9104.4+0.27216i,8440.9+1.5374i,9466.1-0.04689i,9456.9+0.20886i,8744.5+0.56425i,8841.2+0.94492i,10740+0.81266i,11067+1.6105i,10467+1.1777i,8674.7-0.10308i,8971.6+2.1191i,9519.1+1.1667i,9122.5-0.10935i,7715.5+0.032178i,11006+0.72324i,9216.5+2.2822i,9476.4-1.0819i,9736.5+1.3897i,10556-1.5745i,7982.1+0.70389i,7613.5+0.44786i,8676.4+0.058009i,9722-0.56434i,9128.3-3.1925i,8071.8+1.5407i,7816.7+6.1398i,7632.9-3.7181i,9384.1+4.7325i,8933.6+0.46847i,8728.9-1.8963i,10823+10.584i,8589.7-0.012443i,8614.6+1.7855i,8383.2+5.3929i,9444+5.2339i,9166.6+6.1193i,8655.2-6.107i,10583-6.43i,11849+8.3021i,10626+0.23063i,9816.7-1.9952i,7780.4+0.77502i,7544.1-1.3437i,8267.4-4.343i,8184.4-0.96983i,8620.8-9.0923i,11423-15.281i,10105-3.2975i,7829.2-2.6903i,7479.6-3.0833i,11300-5.9015i,7291.1-1.3163i,9599.9+15.1i,8462.8-3.2619i,8498.4-0.19062i,8023.5+11.835i,12737+22.992i,7568.8+11.346i,12758+4.6858i,7094.5+2.5979i,8107.6-18.631i,8587.7-5.7595i,7651.6+0.99943i,9134.5-8.5567i,8476.2-20.105i,13282-12.637i,7706.4+1.555i,8155.1-15.497i
